Anno;Codice Regione;Descrizione Regione;Codice ASL;ASL;SERD;; Nuovi Utenti;Utenti rientrati o già in carico; Totale
2021;120;LAZIO;201;ROMA 1;S06                    ;;58;294;352
2021;120;LAZIO;201;ROMA 1;S08                    ;;7;9;16
2021;120;LAZIO;202;ROMA 2;S01                    ;;125;637;762
2021;120;LAZIO;202;ROMA 2;S03                    ;;70;412;482
2021;120;LAZIO;202;ROMA 2;S05                    ;;63;331;394
2021;120;LAZIO;202;ROMA 2;S06                    ;;37;216;253
2021;120;LAZIO;202;ROMA 2;S07                    ;;41;202;243
2021;120;LAZIO;202;ROMA 2;S08                    ;;72;447;519
2021;120;LAZIO;203;ROMA 3;A02                    ;;15;29;44
2021;120;LAZIO;203;ROMA 3;S02                    ;;34;323;357
2021;120;LAZIO;203;ROMA 3;S03                    ;;46;489;535
2021;120;LAZIO;204;ROMA 4;A02                    ;;52;70;122
2021;120;LAZIO;204;ROMA 4;B02                    ;;;5;5
2021;120;LAZIO;204;ROMA 4;S01                    ;;29;140;169
2021;120;LAZIO;204;ROMA 4;S02                    ;;18;189;207
2021;120;LAZIO;204;ROMA 4;S03                    ;;14;206;220
2021;120;LAZIO;205;ROMA 5;S01                    ;;39;171;210
2021;120;LAZIO;205;ROMA 5;S02                    ;;62;208;270
2021;120;LAZIO;205;ROMA 5;S03                    ;;5;20;25
2021;120;LAZIO;205;ROMA 5;S05                    ;;18;92;110
2021;120;LAZIO;206;ROMA 6;A02                    ;;13;154;167
2021;120;LAZIO;206;ROMA 6;A06                    ;;128;112;240
2021;120;LAZIO;206;ROMA 6;S02                    ;;8;165;173
2021;120;LAZIO;206;ROMA 6;S03                    ;;4;83;87
2021;120;LAZIO;206;ROMA 6;S04                    ;;75;410;485
2021;120;LAZIO;206;ROMA 6;S06                    ;;55;141;196
2021;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;S01                    ;;22;231;253
2021;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;S02                    ;;32;250;282
2021;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;S03                    ;;15;203;218
2021;130;ABRUZZO;202;LANCIANO-VASTO-CHIETI;S04                    ;;23;253;276
2021;130;ABRUZZO;202;LANCIANO-VASTO-CHIETI;S05                    ;;34;276;310
2021;130;ABRUZZO;202;LANCIANO-VASTO-CHIETI;S06                    ;;21;289;310
2021;130;ABRUZZO;203;PESCARA;S07                    ;;52;481;533
2021;130;ABRUZZO;203;PESCARA;S08                    ;;17;144;161
2021;130;ABRUZZO;204;TERAMO;S09                    ;;69;370;439
2021;130;ABRUZZO;204;TERAMO;S10                    ;;39;284;323
2021;130;ABRUZZO;204;TERAMO;S11                    ;;34;220;254
2021;140;MOLISE;201;ASREM;S01                    ;;26;231;257
2021;140;MOLISE;201;ASREM;S02                    ;;3;54;57
2021;140;MOLISE;201;ASREM;S03                    ;;19;281;300
2021;140;MOLISE;201;ASREM;S04                    ;;25;140;165
2021;140;MOLISE;201;ASREM;S05                    ;;1;13;14
2021;140;MOLISE;201;ASREM;S06                    ;;3;23;26
2021;150;CAMPANIA;201;A.S.L. AVELLINO;S01                    ;;14;195;209
2021;150;CAMPANIA;201;A.S.L. AVELLINO;S02                    ;;19;402;421
2021;150;CAMPANIA;202;A.S.L. BENEVENTO;S03                    ;;7;166;173
2021;150;CAMPANIA;202;A.S.L. BENEVENTO;S04                    ;;3;87;90
2021;150;CAMPANIA;202;A.S.L. BENEVENTO;S05                    ;;1;88;89
2021;150;CAMPANIA;203;A.S.L. CASERTA;S06                    ;;;164;164
2021;150;CAMPANIA;203;A.S.L. CASERTA;S07                    ;;;97;97
2021;150;CAMPANIA;203;A.S.L. CASERTA;S08                    ;;;185;185
2021;150;CAMPANIA;203;A.S.L. CASERTA;S09                    ;;;104;104
2021;150;CAMPANIA;203;A.S.L. CASERTA;S10                    ;;;106;106
2021;150;CAMPANIA;203;A.S.L. CASERTA;S11                    ;;;366;366
2021;150;CAMPANIA;203;A.S.L. CASERTA;S12                    ;;;270;270
2021;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S14                    ;;16;212;228
2021;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S15                    ;;3;291;294
2021;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S16                    ;;;139;139
2021;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S17                    ;;2;110;112
2021;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S18                    ;;24;239;263
2021;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S19                    ;;;156;156
2021;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S20                    ;;24;189;213
2021;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S21                    ;;10;225;235
2021;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S22                    ;;16;321;337
2021;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S23                    ;;;133;133
2021;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S25                    ;;26;222;248
2021;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S26                    ;;2;89;91
2021;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S27                    ;;22;294;316
2021;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S29                    ;;26;394;420
2021;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S30                    ;;11;152;163
2021;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S31                    ;;32;172;204
2021;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S32                    ;;14;294;308
2021;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S33                    ;;18;171;189
2021;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S34                    ;;21;218;239
2021;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S36                    ;;10;37;47
2021;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S38                    ;;10;140;150
2021;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S39                    ;;30;344;374
2021;150;CAMPANIA;207;A.S.L. SALERNO;S40                    ;;25;268;293
2021;150;CAMPANIA;207;A.S.L. SALERNO;S41                    ;;17;391;408
2021;150;CAMPANIA;207;A.S.L. SALERNO;S42                    ;;35;396;431
2021;150;CAMPANIA;207;A.S.L. SALERNO;S43                    ;;7;497;504
2021;150;CAMPANIA;207;A.S.L. SALERNO;S45                    ;;4;118;122
2021;150;CAMPANIA;207;A.S.L. SALERNO;S46                    ;;;25;25
2021;150;CAMPANIA;207;A.S.L. SALERNO;S47                    ;;4;157;161
2021;150;CAMPANIA;207;A.S.L. SALERNO;S48                    ;;;74;74
2021;160;PUGLIA;106;ASL BR;S20                    ;;25;179;204
2021;160;PUGLIA;106;ASL BR;S21                    ;;6;64;70
2021;160;PUGLIA;106;ASL BR;S22                    ;;10;154;164
2021;160;PUGLIA;106;ASL BR;S23                    ;;18;84;102
2021;160;PUGLIA;106;ASL BR;S24                    ;;;73;73
2021;160;PUGLIA;106;ASL BR;S25                    ;;;82;82
2021;160;PUGLIA;112;ASL TA;S50                    ;;9;24;33
2021;160;PUGLIA;112;ASL TA;S51                    ;;19;157;176
2021;160;PUGLIA;112;ASL TA;S52                    ;;5;174;179
2021;160;PUGLIA;112;ASL TA;S53                    ;;28;137;165
2021;160;PUGLIA;112;ASL TA;S54                    ;;16;133;149
2021;160;PUGLIA;112;ASL TA;S55                    ;;28;648;676
2021;160;PUGLIA;112;ASL TA;S56                    ;;26;190;216
2021;160;PUGLIA;113;ASL BT;S15                    ;;27;142;169
2021;160;PUGLIA;113;ASL BT;S16                    ;;9;47;56
2021;160;PUGLIA;113;ASL BT;S17                    ;;117;276;393
2021;160;PUGLIA;113;ASL BT;S18                    ;;23;142;165
2021;160;PUGLIA;113;ASL BT;S19                    ;;7;50;57
2021;160;PUGLIA;114;ASL BA;S01                    ;;7;81;88
2021;160;PUGLIA;114;ASL BA;S02                    ;;10;186;196
2021;160;PUGLIA;114;ASL BA;S03                    ;;4;116;120
2021;160;PUGLIA;114;ASL BA;S04                    ;;7;142;149
2021;160;PUGLIA;114;ASL BA;S05                    ;;36;287;323
2021;160;PUGLIA;114;ASL BA;S06                    ;;2;87;89
2021;160;PUGLIA;114;ASL BA;S08                    ;;4;354;358
2021;160;PUGLIA;114;ASL BA;S09                    ;;2;123;125
2021;160;PUGLIA;114;ASL BA;S10                    ;;10;133;143
2021;160;PUGLIA;114;ASL BA;S11                    ;;3;56;59
2021;160;PUGLIA;114;ASL BA;S12                    ;;;2;2
2021;160;PUGLIA;114;ASL BA;S13                    ;;11;95;106
2021;160;PUGLIA;114;ASL BA;S14                    ;;10;214;224
2021;160;PUGLIA;114;ASL BA;S58                    ;;22;69;91
2021;160;PUGLIA;115;ASL FG;S26                    ;;8;41;49
2021;160;PUGLIA;115;ASL FG;S27                    ;;26;156;182
2021;160;PUGLIA;115;ASL FG;S28                    ;;7;45;52
2021;160;PUGLIA;115;ASL FG;S29                    ;;5;40;45
2021;160;PUGLIA;115;ASL FG;S30                    ;;1;61;62
2021;160;PUGLIA;115;ASL FG;S31                    ;;12;90;102
2021;160;PUGLIA;115;ASL FG;S32                    ;;10;41;51
2021;160;PUGLIA;115;ASL FG;S33                    ;;41;167;208
2021;160;PUGLIA;115;ASL FG;S34                    ;;10;168;178
2021;160;PUGLIA;115;ASL FG;S35                    ;;92;522;614
2021;160;PUGLIA;115;ASL FG;S36                    ;;20;106;126
2021;160;PUGLIA;116;ASL LE;S37                    ;;17;288;305
2021;160;PUGLIA;116;ASL LE;S38                    ;;4;79;83
2021;160;PUGLIA;116;ASL LE;S39                    ;;12;196;208
2021;160;PUGLIA;116;ASL LE;S40                    ;;6;75;81
2021;160;PUGLIA;116;ASL LE;S41                    ;;7;82;89
2021;160;PUGLIA;116;ASL LE;S42                    ;;2;21;23
2021;160;PUGLIA;116;ASL LE;S43                    ;;21;158;179
2021;160;PUGLIA;116;ASL LE;S44                    ;;11;196;207
2021;160;PUGLIA;116;ASL LE;S45                    ;;17;183;200
2021;160;PUGLIA;116;ASL LE;S46                    ;;11;85;96
2021;160;PUGLIA;116;ASL LE;S47                    ;;13;49;62
2021;160;PUGLIA;116;ASL LE;S48                    ;;6;145;151
2021;160;PUGLIA;116;ASL LE;S49                    ;;7;150;157
2021;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;S01                    ;;5;88;93
2021;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;S02                    ;;29;186;215
2021;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;S03                    ;;;125;125
2021;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;S04                    ;;8;82;90
2021;170;BASILICATA;202;AZIENDA SANITARIA LOCALE DI MATERA  ASM;S01                    ;;11;337;348
2021;170;BASILICATA;202;AZIENDA SANITARIA LOCALE DI MATERA  ASM;S02                    ;;9;246;255
2021;180;CALABRIA;201;A.S.P. COSENZA;S11                    ;;45;451;496
2021;180;CALABRIA;201;A.S.P. COSENZA;S13                    ;;38;167;205
2021;180;CALABRIA;201;A.S.P. COSENZA;S14                    ;;16;111;127
2021;180;CALABRIA;201;A.S.P. COSENZA;S15                    ;;14;38;52
2021;180;CALABRIA;201;A.S.P. COSENZA;S16                    ;;15;139;154
2021;180;CALABRIA;201;A.S.P. COSENZA;S17                    ;;9;72;81
2021;180;CALABRIA;201;A.S.P. COSENZA;S18                    ;;17;129;146
2021;180;CALABRIA;202;A.S.P. CROTONE;S21                    ;;61;357;418
2021;180;CALABRIA;204;A.S.P. VIBO VALENTIA;S42                    ;;4;42;46
2021;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;S52                    ;;29;90;119
2021;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;S53                    ;;42;198;240
2021;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;S54                    ;;20;44;64
2021;190;SICILIA;201;ASP AGRIGENTO;S01                    ;;;3;3
2021;190;SICILIA;201;ASP AGRIGENTO;S02                    ;;;1;1
2021;190;SICILIA;201;ASP AGRIGENTO;S03                    ;;;23;23
2021;190;SICILIA;201;ASP AGRIGENTO;S04                    ;;;4;4
2021;190;SICILIA;201;ASP AGRIGENTO;S05                    ;;;5;5
2021;190;SICILIA;202;ASP CALTANISSETTA;S01                    ;;;53;53
2021;190;SICILIA;202;ASP CALTANISSETTA;S02                    ;;4;83;87
2021;190;SICILIA;202;ASP CALTANISSETTA;S03                    ;;;12;12
2021;190;SICILIA;202;ASP CALTANISSETTA;S04                    ;;;38;38
2021;190;SICILIA;203;ASP CATANIA;S01                    ;;52;136;188
2021;190;SICILIA;203;ASP CATANIA;S02                    ;;28;133;161
2021;190;SICILIA;203;ASP CATANIA;S03                    ;;4;30;34
2021;190;SICILIA;203;ASP CATANIA;S04                    ;;78;206;284
2021;190;SICILIA;203;ASP CATANIA;S05                    ;;46;397;443
2021;190;SICILIA;203;ASP CATANIA;S06                    ;;49;345;394
2021;190;SICILIA;203;ASP CATANIA;S07                    ;;42;248;290
2021;190;SICILIA;203;ASP CATANIA;S08                    ;;1;55;56
2021;190;SICILIA;203;ASP CATANIA;S09                    ;;21;144;165
2021;190;SICILIA;203;ASP CATANIA;S10                    ;;1;10;11
2021;190;SICILIA;204;ASP ENNA;S01                    ;;9;79;88
2021;190;SICILIA;204;ASP ENNA;S02                    ;;10;101;111
2021;190;SICILIA;204;ASP ENNA;S03                    ;;13;69;82
2021;190;SICILIA;205;ASP MESSINA;S01                    ;;3;5;8
2021;190;SICILIA;205;ASP MESSINA;S02                    ;;33;55;88
2021;190;SICILIA;205;ASP MESSINA;S03                    ;;16;78;94
2021;190;SICILIA;205;ASP MESSINA;S04                    ;;13;11;24
2021;190;SICILIA;205;ASP MESSINA;S05                    ;;17;8;25
2021;190;SICILIA;205;ASP MESSINA;S06                    ;;6;4;10
2021;190;SICILIA;205;ASP MESSINA;S07                    ;;4;15;19
2021;190;SICILIA;206;ASP PALERMO;S01                    ;;3;90;93
2021;190;SICILIA;206;ASP PALERMO;S02                    ;;11;81;92
2021;190;SICILIA;206;ASP PALERMO;S04                    ;;2;17;19
2021;190;SICILIA;206;ASP PALERMO;S05                    ;;4;62;66
2021;190;SICILIA;206;ASP PALERMO;S06                    ;;25;201;226
2021;190;SICILIA;206;ASP PALERMO;S07                    ;;35;634;669
2021;190;SICILIA;206;ASP PALERMO;S08                    ;;15;349;364
2021;190;SICILIA;206;ASP PALERMO;S12                    ;;20;111;131
2021;190;SICILIA;207;ASP RAGUSA;S01                    ;;19;237;256
2021;190;SICILIA;207;ASP RAGUSA;S02                    ;;20;152;172
2021;190;SICILIA;207;ASP RAGUSA;S03                    ;;5;69;74
2021;190;SICILIA;208;ASP SIRACUSA;S01                    ;;10;92;102
2021;190;SICILIA;208;ASP SIRACUSA;S02                    ;;;56;56
2021;190;SICILIA;208;ASP SIRACUSA;S03                    ;;4;203;207
2021;190;SICILIA;208;ASP SIRACUSA;S04                    ;;48;165;213
2021;190;SICILIA;209;ASP DI TRAPANI;S01                    ;;17;39;56
2021;190;SICILIA;209;ASP DI TRAPANI;S02                    ;;9;103;112
2021;190;SICILIA;209;ASP DI TRAPANI;S03                    ;;15;107;122
2021;190;SICILIA;209;ASP DI TRAPANI;S04                    ;;21;140;161
2021;190;SICILIA;209;ASP DI TRAPANI;S05                    ;;42;113;155
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S01                    ;;1;170;171
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S02                    ;;;14;14
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S03                    ;;6;385;391
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S05                    ;;7;493;500
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S06                    ;;5;164;169
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S07                    ;;;70;70
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S08                    ;;;14;14
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S09                    ;;;56;56
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S10                    ;;1;29;30
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S12                    ;;;52;52
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S13                    ;;;3;3
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S14                    ;;1;156;157
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S15                    ;;4;274;278
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S16                    ;;1;193;194
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S17                    ;;2;106;108
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S19                    ;;11;372;383
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S20                    ;;33;481;514
2021;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S21                    ;;11;323;334
