Purity of drugs, 2019-2023;;;;;;;;;;;
Region;SubRegion;Country/Territory;LevelOfSale;DrugGroup;Drug;Specify;Year;Typical;Minimum;Maximum;Measurement
Europe;South-Eastern Europe;Montenegro;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;6,38;1,59;18,04;% (percent)
Europe;South-Eastern Europe;Montenegro;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;1,35;1,35;1,35;% (percent)
Europe;South-Eastern Europe;Montenegro;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;8,76;0,27;22,85;% (percent)
Europe;South-Eastern Europe;Montenegro;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2023;17,51;0,28;26,55;% (percent)
Europe;South-Eastern Europe;Montenegro;Retail;Cannabis-type drugs;Cannabis/hashish oil;;2023;19,61;0,4;40,02;% (percent)
Europe;South-Eastern Europe;Montenegro;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;64,74;0,01;96,89;% (percent)
Europe;South-Eastern Europe;Montenegro;Retail;Opioids;Buprenorphine;;2023;2;2;8;mg/tablet
Europe;South-Eastern Europe;Montenegro;Retail;Opioids;Heroin;;2023;7,11;0,03;44,02;% (percent)
Europe;South-Eastern Europe;Montenegro;Retail;Opioids;Morphine;;2023;1,18;0,01;5,81;% (percent)
Europe;South-Eastern Europe;Montenegro;Wholesale;“Ecstasy”-type substances;MDMA;;2023;38,69;35,06;41,61;% (percent)
Europe;South-Eastern Europe;Montenegro;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2023;7,74;0,8;19,48;% (percent)
Europe;South-Eastern Europe;Montenegro;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;64,57;49,64;89,88;% (percent)
Europe;South-Eastern Europe;Montenegro;Wholesale;Opioids;Heroin;;2023;4,34;4,01;4,91;% (percent)
Europe;South-Eastern Europe;Romania;Retail;“Ecstasy”-type substances;MDMA;;2020;;11,51;12,01;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2020;;15,73;19,45;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;;30,76;72,38;% (percent)
Europe;South-Eastern Europe;Romania;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;;49,77;86,05;% (percent)
Europe;South-Eastern Europe;Romania;Wholesale;Opioids;Heroin;;2020;45,87;17,97;62,18;% (percent)
Europe;South-Eastern Europe;Romania;Retail;“Ecstasy”-type substances;MDMA;;2021;;;27,54;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;;2,86;21,61;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Amphetamine-type stimulants;Amphetamine tablets;;2021;;;22,53;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2021;1,41;0,19;10,6;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2021;;2,83;;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;;35,67;67,26;% (percent)
Europe;South-Eastern Europe;Romania;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2021;5,46;0,05;12,05;% (percent)
Europe;South-Eastern Europe;Romania;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;75,25;72,21;79,69;% (percent)
Europe;South-Eastern Europe;Romania;Wholesale;Opioids;Heroin;;2021;57,4;54,61;57,93;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2022;;0,1;13,49;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Cannabis-type drugs;Cannabis/hashish oil;;2022;;53,93;63,25;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;;36,25;80,61;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Opioids;Heroin;;2022;;15,61;41,82;% (percent)
Europe;South-Eastern Europe;Romania;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;;76,44;78,31;% (percent)
Europe;South-Eastern Europe;Romania;Wholesale;Opioids;Heroin;;2022;56;;;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Cannabis-type;Marijuana (herb);;2019;;0,01;16,68;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Cannabis-type;Other types of cannabis;;2019;;0,01;0,06;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Cocaine-type;Cocaine salts;;2019;;11,22;89,52;% (percent)
Europe;South-Eastern Europe;Romania;Retail;Opioids;Heroin;;2019;;40,44;62,11;% (percent)
Europe;South-Eastern Europe;Romania;Wholesale;Cannabis-type;Marijuana (herb);;2019;;6,69;19,57;% (percent)
Europe;South-Eastern Europe;Romania;Wholesale;Cocaine-type;Cocaine salts;;2019;;36,82;89,8;% (percent)
Europe;South-Eastern Europe;Romania;Wholesale;Opioids;Heroin;;2019;;26,26;58,4;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2020;87,815;1,1;188;mg/tablet
Europe;South-Eastern Europe;Türkiye;Retail;Amphetamine-type stimulants;Amphetamine tablets;;2020;21,193;4;140;mg/tablet
Europe;South-Eastern Europe;Türkiye;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;73,551;1,21;100;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Cocaine-type drugs;Cocaine-type drugs;;2020;50,607;0,314;95,49;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Opioids;Heroin;;2020;20,007;1,24;86;% (percent)
Europe;South-Eastern Europe;Türkiye;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2020;2,97;0,08;21,09;% (percent)
Europe;South-Eastern Europe;Türkiye;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2020;6,09;0,24;28,95;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2022;34,41;4,3;78,43;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;11,52;2;55;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;66,08;0,36;93,7;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2022;6,51;0,02;33,9;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2022;6,41;0,01;43,29;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Cocaine-type drugs;Cocaine-type drugs;;2022;66,14;1,03;95,55;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Opioids;Heroin;;2022;21,89;0,09;71,02;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;“Ecstasy”-type substances;MDMA;;2023;18,14;0,13;44,5;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;10,98;0,07;19,85;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Amphetamine-type stimulants;Amphetamine tablets;;2023;10,4;0,1;28,5;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;61,76;0,02;95,23;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;7,35;0,06;39,93;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2023;11,01;0,07;30,79;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Cocaine-type drugs;Cocaine-type drugs;;2023;50,48;0,06;95,94;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Opioids;Heroin;;2023;19,3;0,022;50;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;109,2287;20;226,08;mg/tablet
Europe;South-Eastern Europe;Türkiye;Retail;ATS;Amphetamine;;2019;16,6315;4,63;99,9;mg/tablet
Europe;South-Eastern Europe;Türkiye;Retail;ATS;Methamphetamine;;2019;77,32;12,2;98;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Cocaine-type;Cocaine salts;;2019;59,25;12,6;93;% (percent)
Europe;South-Eastern Europe;Türkiye;Retail;Opioids;Heroin;;2019;20,89;1,5;59,9;% (percent)
Europe;South-Eastern Europe;Türkiye;Wholesale;Cannabis-type;Hashish (resin);;2019;4,6;0,08;25,84;% (percent)
Europe;South-Eastern Europe;Türkiye;Wholesale;Cannabis-type;Marijuana (herb);;2019;3,15;0,04;16,58;% (percent)
Europe;Western and Central Europe;Austria;Retail;“Ecstasy”-type substances;MDMA;;2020;44,9;1,09;78,82;% (percent)
Europe;Western and Central Europe;Austria;Retail;Amphetamine-type stimulants;Amphetamine powder;;2020;21,8;0,09;75,8;% (percent)
Europe;Western and Central Europe;Austria;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;62,7;0,27;80,6;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2020;6,1;0,01;30,14;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2020;16;0,06;63,75;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;59,7;0,2;86,66;% (percent)
Europe;Western and Central Europe;Austria;Retail;Opioids;Heroin;;2020;17,7;0,03;68,94;% (percent)
Europe;Western and Central Europe;Austria;Retail;Opioids;Opium;;2020;7,68;2,85;14,38;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;“Ecstasy”-type substances;MDMA;;2020;44,9;1,09;78,82;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2020;19,87;0,09;75,8;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Amphetamine-type stimulants;Amphetamine tablets;;2020;13,6;0,85;31,04;mg/tablet
Europe;Western and Central Europe;Austria;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;62,89;0,27;80,6;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2020;7,1;0,01;30,72;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2020;14,5;0,06;63,75;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;59,7;0,05;86,66;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Opioids;Heroin;;2020;17,8;0,03;68,94;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Opioids;Opium;;2020;9,29;2,85;19,95;% (percent)
Europe;Western and Central Europe;Austria;Retail;“Ecstasy”-type substances;MDMA;;2021;61,07;1,09;78,82;% (percent)
Europe;Western and Central Europe;Austria;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;21,75;0,09;75,8;% (percent)
Europe;Western and Central Europe;Austria;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;64,58;0,27;80,6;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2021;9,08;0,03;68,4;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2021;16,5;0,06;63,75;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;53,55;0,2;95,73;% (percent)
Europe;Western and Central Europe;Austria;Retail;Opioids;Heroin;;2021;14,17;0,16;57,03;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;“Ecstasy”-type substances;MDMA;;2021;61,05;0,82;76,81;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2021;15,95;0,42;73,24;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Amphetamine-type stimulants;Amphetamine tablets;;2021;15,53;1,86;32,5;mg/tablet
Europe;Western and Central Europe;Austria;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2021;64,63;0,08;83,34;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2021;6,14;0,03;68,4;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2021;16,05;0,05;45,18;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;58,96;0,14;95,73;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Opioids;Heroin;;2021;16,26;0,12;57,09;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Opioids;Opium;;2021;8,12;3,82;13,59;% (percent)
Europe;Western and Central Europe;Austria;Retail;“Ecstasy”-type substances;MDMA;;2022;72,49;36,41;81,43;% (percent)
Europe;Western and Central Europe;Austria;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;20,24;0,86;70,24;% (percent)
Europe;Western and Central Europe;Austria;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;65,25;0,16;80,52;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2022;9,15;0,03;48,47;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2022;24,77;0,02;41,88;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cannabis-type drugs;Cannabis/hashish oil;;2022;0,65;0,27;1,26;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;62,81;5,62;87,62;% (percent)
Europe;Western and Central Europe;Austria;Retail;Opioids;Heroin;;2022;15,16;0,17;56,75;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;“Ecstasy”-type substances;MDMA;;2022;71,65;0,51;81,43;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2022;15,76;0,86;71,77;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Amphetamine-type stimulants;Amphetamine tablets;;2022;16,93;7,38;39,8;mg/tablet
Europe;Western and Central Europe;Austria;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2022;67,4;0,16;80,52;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2022;9,31;0,03;48,47;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2022;24,95;0,02;41,88;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cannabis-type drugs;Cannabis/hashish oil;;2022;3,63;0,27;11,78;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;65,86;1,74;87,62;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Opioids;Heroin;;2022;18,38;0,17;57,37;% (percent)
Europe;Western and Central Europe;Austria;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2023;104,12;2,69;148,99;mg/tablet
Europe;Western and Central Europe;Austria;Retail;“Ecstasy”-type substances;MDMA;;2023;59,6;1,82;77,01;% (percent)
Europe;Western and Central Europe;Austria;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;19,45;0,25;71,4;% (percent)
Europe;Western and Central Europe;Austria;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;62,47;0,14;82,11;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;10,32;0,03;35,1;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2023;23,38;0,03;55,74;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;66,99;1,1;86,9;% (percent)
Europe;Western and Central Europe;Austria;Retail;Opioids;Heroin;;2023;14,77;0,84;53,14;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;“Ecstasy”-type substances;“Ecstasy”-type substances;;2023;108,87;2,69;183,11;mg/tablet
Europe;Western and Central Europe;Austria;Wholesale;“Ecstasy”-type substances;MDMA;;2023;64,94;1,82;77,01;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2023;14,42;0,09;73,37;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2023;66,71;0,14;82,38;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2023;10,55;0,03;35,1;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2023;23,28;0,03;55,74;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;68,96;0,1;87,77;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Opioids;Heroin;;2023;16,81;0,16;56,87;% (percent)
Europe;Western and Central Europe;Austria;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;66,09;9,23;79,32;% (percent)
Europe;Western and Central Europe;Austria;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;146,6;69,18;235,3;mg/tablet
Europe;Western and Central Europe;Austria;Retail;ATS;Amphetamine;;2019;19,83;0,48;73,02;% (percent)
Europe;Western and Central Europe;Austria;Retail;ATS;Methamphetamine;;2019;59,36;0,06;79,96;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cannabis-type;Hashish (resin);;2019;16,52;0,04;41,09;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cannabis-type;Marijuana (herb);;2019;7,03;0,05;22,94;% (percent)
Europe;Western and Central Europe;Austria;Retail;Cocaine-type;Cocaine salts;;2019;51,87;0,73;85,66;% (percent)
Europe;Western and Central Europe;Austria;Retail;Opioids;Heroin;Brown;2019;17,71;0,18;67,03;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;“Ecstasy”-type substances;Ecstasy-type substances;;2019;69,25;1,24;79,32;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;“Ecstasy”-type substances;Ecstasy-type substances;;2019;147;42,8;235,3;mg/tablet
Europe;Western and Central Europe;Austria;Wholesale;ATS;Amphetamine;;2019;20,5;0,48;73,02;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;ATS;Methamphetamine;;2019;61,11;0,6;80,5;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cannabis-type;Hashish (resin);;2019;17,51;0,04;41,09;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cannabis-type;Marijuana (herb);;2019;7,68;0,02;22,94;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Cocaine-type;Cocaine salts;;2019;55,3;0,15;87,47;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Opioids;Heroin;Brown;2019;18,91;0,13;67,03;% (percent)
Europe;Western and Central Europe;Austria;Wholesale;Opioids;Opium;;2019;4,89;0,31;11,5;% (percent)
Europe;Western and Central Europe;Cyprus;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2019;49,7;44;55,5;% (percent)
Europe;Western and Central Europe;Cyprus;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2019;4,8;2,3;7,3;% (percent)
Europe;Western and Central Europe;Cyprus;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2019;81,3;63,4;95,9;% (percent)
Europe;Western and Central Europe;Cyprus;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2019;35,7;;;% (percent)
Europe;Western and Central Europe;Cyprus;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2019;16,4;6,8;25,8;% (percent)
Europe;Western and Central Europe;Cyprus;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2019;7,6;6,7;8,4;% (percent)
Europe;Western and Central Europe;Cyprus;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2019;84,5;75,6;91,8;% (percent)
Europe;Western and Central Europe;Cyprus;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;72,16;48,63;95,69;% (percent)
Europe;Western and Central Europe;Cyprus;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2020;17,53;0,6;34,07;% (percent)
Europe;Western and Central Europe;Cyprus;Retail;Cannabis-type drugs;Cannabis-type drugs;;2020;17,53;0,6;34,07;% (percent)
Europe;Western and Central Europe;Cyprus;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;69,07;68,49;98,46;% (percent)
Europe;Western and Central Europe;Cyprus;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2021;0,81;0,17;21,54;% (percent)
Europe;Western and Central Europe;Cyprus;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2021;18,65;5,06;28,4;% (percent)
