Anno;Codice Regione;Descrizione Regione;Codice ASL;ASL;SERD;; Nuovi Utenti;Utenti rientrati o già in carico; Totale
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;A02                    ;;2;19;21
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;A12                    ;;;38;38
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;S01                    ;;13;360;373
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;S02                    ;;76;144;220
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;S03                    ;;9;239;248
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;S04                    ;;14;409;423
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;S09                    ;;27;260;287
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;S10                    ;;1;260;261
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;S11                    ;;32;407;439
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;S12                    ;;23;461;484
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;S13                    ;;;10;10
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;S16                    ;;52;409;461
2020;010;PIEMONTE;301;ASL CITTA' DI TORINO;S17                    ;;94;114;208
2020;020;VALLE D'AOSTA;101;AZIENDA U.S.L. VALLE D'AOSTA;A01                    ;;2;26;28
2020;020;VALLE D'AOSTA;101;AZIENDA U.S.L. VALLE D'AOSTA;B01                    ;;2;24;26
2020;020;VALLE D'AOSTA;101;AZIENDA U.S.L. VALLE D'AOSTA;S01                    ;;26;242;268
2020;030;LOMBARDIA;321;ATS DELLA CITTA' METROPOLITANA DI MILANO;S22                    ;;88;348;436
2020;030;LOMBARDIA;321;ATS DELLA CITTA' METROPOLITANA DI MILANO;S70                    ;;144;249;393
2020;030;LOMBARDIA;323;ATS DELLA MONTAGNA;S47                    ;;18;71;89
2020;030;LOMBARDIA;324;ATS DELLA BRIANZA;S10                    ;;31;81;112
2020;030;LOMBARDIA;324;ATS DELLA BRIANZA;S91                    ;;58;78;136
2020;030;LOMBARDIA;325;ATS DI BERGAMO;S01                    ;;81;240;321
2020;030;LOMBARDIA;325;ATS DI BERGAMO;S02                    ;;32;77;109
2020;030;LOMBARDIA;326;ATS DI BRESCIA;S91                    ;;110;277;387
2020;030;LOMBARDIA;326;ATS DI BRESCIA;S92                    ;;74;248;322
2020;030;LOMBARDIA;326;ATS DI BRESCIA;S93                    ;;80;244;324
2020;030;LOMBARDIA;326;ATS DI BRESCIA;S94                    ;;60;224;284
2020;030;LOMBARDIA;327;ATS DELLA VAL PADANA;S01                    ;;16;17;33
2020;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S01                    ;;28;203;231
2020;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S02                    ;;53;493;546
2020;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S03                    ;;46;381;427
2020;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S05                    ;;36;252;288
2020;030;LOMBARDIA;703;ASST FATEBENEFRATELLI SACCO;S06                    ;;53;467;520
2020;030;LOMBARDIA;703;ASST FATEBENEFRATELLI SACCO;S07                    ;;105;374;479
2020;030;LOMBARDIA;705;ASST OVEST MILANESE;S03                    ;;1;6;7
2020;030;LOMBARDIA;705;ASST OVEST MILANESE;S04                    ;;57;264;321
2020;030;LOMBARDIA;705;ASST OVEST MILANESE;S06                    ;;55;232;287
2020;030;LOMBARDIA;706;ASST RHODENSE;S01                    ;;35;92;127
2020;030;LOMBARDIA;706;ASST RHODENSE;S02                    ;;66;304;370
2020;030;LOMBARDIA;706;ASST RHODENSE;S07                    ;;34;242;276
2020;030;LOMBARDIA;707;ASST NORD MILANO;S08                    ;;56;376;432
2020;030;LOMBARDIA;708;ASST MELEGNANO E DELLA MARTESANA;S01                    ;;55;298;353
2020;030;LOMBARDIA;708;ASST MELEGNANO E DELLA MARTESANA;S02                    ;;189;493;682
2020;030;LOMBARDIA;708;ASST MELEGNANO E DELLA MARTESANA;S03                    ;;67;270;337
2020;030;LOMBARDIA;708;ASST MELEGNANO E DELLA MARTESANA;S06                    ;;24;184;208
2020;030;LOMBARDIA;709;ASST DI LODI;S01                    ;;198;400;598
2020;030;LOMBARDIA;709;ASST DI LODI;S02                    ;;51;132;183
2020;030;LOMBARDIA;709;ASST DI LODI;S03                    ;;28;120;148
2020;030;LOMBARDIA;710;ASST DEI SETTE LAGHI;S01                    ;;35;227;262
2020;030;LOMBARDIA;710;ASST DEI SETTE LAGHI;S02                    ;;5;85;90
2020;030;LOMBARDIA;710;ASST DEI SETTE LAGHI;S03                    ;;24;120;144
2020;030;LOMBARDIA;710;ASST DEI SETTE LAGHI;S04                    ;;14;196;210
2020;030;LOMBARDIA;711;ASST DELLA VALLE OLONA;S01                    ;;14;340;354
2020;030;LOMBARDIA;711;ASST DELLA VALLE OLONA;S02                    ;;32;258;290
2020;030;LOMBARDIA;711;ASST DELLA VALLE OLONA;S03                    ;;79;227;306
2020;030;LOMBARDIA;712;ASST LARIANA;S01                    ;;101;557;658
2020;030;LOMBARDIA;712;ASST LARIANA;S02                    ;;37;343;380
2020;030;LOMBARDIA;712;ASST LARIANA;S03                    ;;3;78;81
2020;030;LOMBARDIA;712;ASST LARIANA;S06                    ;;35;368;403
2020;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;A01                    ;;4;9;13
2020;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;B01                    ;;4;38;42
2020;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;C01                    ;;19;107;126
2020;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;D01                    ;;15;63;78
2020;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;S01                    ;;16;110;126
2020;030;LOMBARDIA;714;ASST DELLA VALCAMONICA;S01                    ;;31;101;132
2020;030;LOMBARDIA;715;ASST DI LECCO;S01                    ;;31;296;327
2020;030;LOMBARDIA;715;ASST DI LECCO;S02                    ;;15;70;85
2020;030;LOMBARDIA;715;ASST DI LECCO;S03                    ;;25;135;160
2020;030;LOMBARDIA;716;ASST DI MONZA;S01                    ;;47;258;305
2020;030;LOMBARDIA;716;ASST DI MONZA;S04                    ;;35;219;254
2020;030;LOMBARDIA;716;ASST DI MONZA;S08                    ;;164;228;392
2020;030;LOMBARDIA;717;ASST DELLA BRIANZA;S02                    ;;30;307;337
2020;030;LOMBARDIA;717;ASST DELLA BRIANZA;S07                    ;;3;39;42
2020;030;LOMBARDIA;717;ASST DELLA BRIANZA;S09                    ;;8;2;10
2020;030;LOMBARDIA;718;ASST PAPA GIOVANNI XXIII;S01                    ;;202;1087;1289
2020;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;S01                    ;;27;271;298
2020;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;S02                    ;;16;238;254
2020;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;S03                    ;;21;226;247
2020;030;LOMBARDIA;720;ASST DI BERGAMO EST;S01                    ;;23;216;239
2020;030;LOMBARDIA;720;ASST DI BERGAMO EST;S02                    ;;19;99;118
2020;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S01                    ;;54;464;518
2020;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S21                    ;;;5;5
2020;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S22                    ;;50;157;207
2020;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;S04                    ;;10;160;170
2020;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;S10                    ;;9;183;192
2020;030;LOMBARDIA;723;ASST DEL GARDA;S02                    ;;14;165;179
2020;030;LOMBARDIA;723;ASST DEL GARDA;S09                    ;;10;128;138
2020;030;LOMBARDIA;724;ASST DI CREMONA;S01                    ;;145;498;643
2020;030;LOMBARDIA;724;ASST DI CREMONA;S02                    ;;10;52;62
2020;030;LOMBARDIA;725;ASST DI MANTOVA;S01                    ;;82;305;387
2020;030;LOMBARDIA;725;ASST DI MANTOVA;S02                    ;;15;75;90
2020;030;LOMBARDIA;725;ASST DI MANTOVA;S03                    ;;17;61;78
2020;030;LOMBARDIA;725;ASST DI MANTOVA;S04                    ;;15;44;59
2020;030;LOMBARDIA;725;ASST DI MANTOVA;S06                    ;;17;127;144
2020;030;LOMBARDIA;726;ASST DI CREMA;S01                    ;;108;428;536
2020;030;LOMBARDIA;727;ASST DI PAVIA;S01                    ;;15;275;290
2020;030;LOMBARDIA;727;ASST DI PAVIA;S02                    ;;90;736;826
2020;030;LOMBARDIA;727;ASST DI PAVIA;S03                    ;;36;412;448
2020;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S01                    ;;117;616;733
2020;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S02                    ;;75;250;325
2020;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S03                    ;;35;72;107
2020;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S04                    ;;33;78;111
2020;042;PROV. AUTON. TRENTO;101;TRENTO;A01                    ;;14;162;176
2020;042;PROV. AUTON. TRENTO;101;TRENTO;B01                    ;;9;147;156
2020;042;PROV. AUTON. TRENTO;101;TRENTO;S01                    ;;68;655;723
2020;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S01                    ;;33;127;160
2020;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S02                    ;;7;36;43
2020;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S03                    ;;25;85;110
2020;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S04                    ;;7;27;34
2020;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S01                    ;;72;437;509
2020;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S02                    ;;35;241;276
2020;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S03                    ;;46;56;102
2020;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S04                    ;;28;138;166
2020;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S06                    ;;98;539;637
2020;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S01                    ;;99;506;605
2020;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S02                    ;;71;345;416
2020;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S03                    ;;20;149;169
2020;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S04                    ;;16;265;281
2020;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S05                    ;;5;213;218
2020;050;VENETO;504;AZIENDA ULSS N. 4 VENETO ORIENTALE;S01                    ;;22;205;227
2020;050;VENETO;504;AZIENDA ULSS N. 4 VENETO ORIENTALE;S02                    ;;54;264;318
2020;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S01                    ;;15;148;163
2020;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S02                    ;;25;201;226
2020;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S03                    ;;30;117;147
2020;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S51                    ;;10;223;233
2020;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S52                    ;;23;171;194
2020;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S61                    ;;204;611;815
2020;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S62                    ;;16;94;110
2020;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S71                    ;;19;210;229
2020;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S72                    ;;12;246;258
2020;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S01                    ;;11;400;411
2020;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S02                    ;;2;165;167
2020;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S03                    ;;;12;12
2020;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S01                    ;;27;95;122
2020;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S02                    ;;86;660;746
2020;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S03                    ;;19;157;176
2020;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S04                    ;;21;239;260
2020;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S01                    ;;103;644;747
2020;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S03                    ;;39;242;281
2020;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S11                    ;;27;105;132
2020;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S12                    ;;27;187;214
2020;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S21                    ;;24;232;256
2020;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S22                    ;;43;152;195
2020;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;A06                    ;;6;56;62
2020;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;B06                    ;;10;56;66
2020;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;D06                    ;;9;97;106
2020;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;E06                    ;;7;82;89
2020;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;S06                    ;;24;145;169
2020;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;A03                    ;;2;97;99
2020;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S03                    ;;9;72;81
2020;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S04                    ;;15;123;138
2020;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S05                    ;;40;579;619
2020;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;A01                    ;;17;24;41
2020;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;A02                    ;;3;103;106
2020;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;S01                    ;;17;216;233
2020;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;S02                    ;;23;9;32
2020;070;LIGURIA;101;IMPERIESE;S01                    ;;6;231;237
2020;070;LIGURIA;101;IMPERIESE;S02                    ;;;102;102
2020;070;LIGURIA;101;IMPERIESE;S03                    ;;;170;170
2020;070;LIGURIA;102;SAVONESE;S01                    ;;;272;272
2020;070;LIGURIA;102;SAVONESE;S02                    ;;;112;112
2020;070;LIGURIA;102;SAVONESE;S03                    ;;;107;107
2020;070;LIGURIA;102;SAVONESE;S04                    ;;;44;44
2020;070;LIGURIA;103;GENOVESE;S01                    ;;16;488;504
2020;070;LIGURIA;103;GENOVESE;S02                    ;;36;372;408
2020;070;LIGURIA;103;GENOVESE;S03                    ;;3;261;264
2020;070;LIGURIA;103;GENOVESE;S04                    ;;6;291;297
2020;070;LIGURIA;103;GENOVESE;S05                    ;;15;348;363
2020;070;LIGURIA;103;GENOVESE;S06                    ;;20;175;195
2020;070;LIGURIA;104;CHIAVARESE;S01                    ;;29;400;429
2020;070;LIGURIA;105;SPEZZINO;S01                    ;;5;360;365
2020;070;LIGURIA;105;SPEZZINO;S02                    ;;;266;266
2020;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;C02                    ;;148;198;346
2020;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S01                    ;;18;99;117
2020;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S02                    ;;23;220;243
2020;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S03                    ;;18;93;111
2020;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;C01                    ;;44;86;130
2020;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S01                    ;;49;530;579
2020;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S02                    ;;19;201;220
2020;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S03                    ;;2;81;83
2020;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S04                    ;;21;118;139
2020;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S05                    ;;11;56;67
2020;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S01                    ;;10;51;61
2020;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S02                    ;;57;485;542
2020;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S03                    ;;9;121;130
2020;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S04                    ;;5;79;84
2020;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S05                    ;;12;102;114
2020;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S06                    ;;5;37;42
2020;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S01                    ;;17;136;153
2020;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S02                    ;;5;87;92
2020;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S03                    ;;37;407;444
2020;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S04                    ;;30;160;190
2020;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S05                    ;;8;38;46
2020;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S06                    ;;13;108;121
2020;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S07                    ;;18;126;144
2020;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;C09                    ;;29;235;264
2020;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;M08                    ;;19;35;54
2020;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S01                    ;;17;119;136
2020;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S02                    ;;5;36;41
2020;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S03                    ;;19;172;191
2020;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S04                    ;;9;71;80
2020;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S05                    ;;16;131;147
2020;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S06                    ;;14;120;134
2020;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S07                    ;;52;356;408
2020;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S08                    ;;48;288;336
2020;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S09                    ;;11;144;155
2020;080;EMILIA ROMAGNA;106;AZIENDA USL IMOLA;S01                    ;;46;207;253
2020;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S01                    ;;76;349;425
2020;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S02                    ;;13;61;74
2020;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S03                    ;;16;115;131
2020;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S04                    ;;10;59;69
2020;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S05                    ;;20;90;110
2020;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S01                    ;;46;418;464
2020;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S02                    ;;15;159;174
2020;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S03                    ;;11;204;215
2020;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S05                    ;;35;328;363
2020;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S06                    ;;27;370;397
2020;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S07                    ;;47;700;747
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S21                    ;;25;179;204
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S22                    ;;30;211;241
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S23                    ;;23;175;198
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S24                    ;;26;154;180
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S25                    ;;7;164;171
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S26                    ;;18;207;225
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S27                    ;;29;246;275
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S28                    ;;9;175;184
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S29                    ;;26;165;191
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S30                    ;;15;122;137
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S31                    ;;45;168;213
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S32                    ;;;85;85
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S33                    ;;8;129;137
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S34                    ;;151;536;687
2020;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S35                    ;;70;311;381
2020;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S41                    ;;31;546;577
2020;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S42                    ;;12;64;76
2020;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S43                    ;;79;565;644
2020;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S44                    ;;4;123;127
2020;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S45                    ;;20;716;736
2020;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S46                    ;;12;216;228
2020;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S47                    ;;;69;69
2020;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S48                    ;;11;132;143
2020;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S49                    ;;20;721;741
2020;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S50                    ;;16;111;127
2020;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S51                    ;;5;89;94
2020;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S52                    ;;17;349;366
2020;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S61                    ;;3;62;65
2020;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S62                    ;;1;145;146
2020;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S63                    ;;;95;95
2020;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S64                    ;;;101;101
2020;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S65                    ;;26;440;466
2020;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S66                    ;;9;79;88
2020;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S67                    ;;15;224;239
2020;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S68                    ;;19;121;140
2020;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S69                    ;;11;82;93
2020;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S70                    ;;14;348;362
