Anno;Codice Regione; Descrizione Regione;Codice ASL;ASL;SERD; Nuovi Utenti;Utenti rientrati o già in carico; Totale
2024;190;SICILIA;208;ASP SIRACUSA;S03                    ;1;54;55
2024;190;SICILIA;208;ASP SIRACUSA;S04                    ;51;208;259
2024;190;SICILIA;209;ASP DI TRAPANI;S01                    ;14;42;56
2024;190;SICILIA;209;ASP DI TRAPANI;S02                    ;9;97;106
2024;190;SICILIA;209;ASP DI TRAPANI;S03                    ;15;109;124
2024;190;SICILIA;209;ASP DI TRAPANI;S04                    ;52;153;205
2024;190;SICILIA;209;ASP DI TRAPANI;S05                    ;76;201;277
2024;200;SARDEGNA;301;ASL N. 1 DI SASSARI;S01                    ;1;190;191
2024;200;SARDEGNA;301;ASL N. 1 DI SASSARI;S02                    ;;14;14
2024;200;SARDEGNA;301;ASL N. 1 DI SASSARI;S03                    ;3;361;364
2024;200;SARDEGNA;301;ASL N. 1 DI SASSARI;S05                    ;11;458;469
2024;200;SARDEGNA;302;ASL N. 2 DELLA GALLURA;S06                    ;;123;123
2024;200;SARDEGNA;302;ASL N. 2 DELLA GALLURA;S07                    ;;64;64
2024;200;SARDEGNA;303;ASL N. 3 DI NUORO;S08                    ;;12;12
2024;200;SARDEGNA;303;ASL N. 3 DI NUORO;S09                    ;;38;38
2024;200;SARDEGNA;303;ASL N. 3 DI NUORO;S10                    ;;21;21
2024;200;SARDEGNA;304;ASL N. 4 DELL'OGLIASTRA;S12                    ;;41;41
2024;200;SARDEGNA;304;ASL N. 4 DELL'OGLIASTRA;S13                    ;;1;1
2024;200;SARDEGNA;305;ASL N. 5 DI ORISTANO;S14                    ;19;161;180
2024;200;SARDEGNA;306;ASL N. 6 DEL MEDIO CAMPIDANO;S15                    ;2;240;242
2024;200;SARDEGNA;307;ASL N. 7 DEL SULCIS;S16                    ;1;188;189
2024;200;SARDEGNA;307;ASL N. 7 DEL SULCIS;S17                    ;3;87;90
2024;200;SARDEGNA;308;ASL N. 8 DI CAGLIARI;S19                    ;28;434;462
2024;200;SARDEGNA;308;ASL N. 8 DI CAGLIARI;S20                    ;;416;416
2024;200;SARDEGNA;308;ASL N. 8 DI CAGLIARI;S21                    ;28;331;359
