Prices of drugs, 2019-2023;;;;;;;;;;;
Region;SubRegion;Country/Territory;DrugGroup;Drug;Specify;LevelOfSale;Year;Typical_USD;Minimum_USD;Maximum_USD;Unit
Asia;South Asia;Finland;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;;$4.214,96;$12.644,89;Kilograms
Asia;Central Asia and Transcaucasia;Kyrgyzstan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;;$5.000,00;$8.000,00;Kilograms
Asia;Near and Middle East/ South-West Asia;Uzbekistan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;;$6.000,00;$11.000,00;Kilograms
Asia;South Asia;Uzbekistan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;;$6.000,00;$11.000,00;Kilograms
Europe;Western and Central Europe;Egypt;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;;$8.244,55;$9.512,94;Kilograms
Americas;South America;Oman;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;;$20.833,33;$26.041,67;Kilograms
Africa;North Africa;Iraq;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$0,01;$0,01;$0,01;Grams
Africa;North Africa;Iraq;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$0,01;$0,01;$0,02;Grams
Africa;North Africa;Iraq;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$0,01;$0,01;$0,01;Grams
Europe;Western and Central Europe;Israel;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$0,58;;;
Europe;Western and Central Europe;Paraguay;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$0,97;$0,94;$1,08;Grams
Africa;North Africa;China, Hong Kong SAR;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$2,45;$1,55;$3,74;Grams
Asia;Central Asia and Transcaucasia;Portugal;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$4,02;$1,68;$7,49;Grams
Europe;Western and Central Europe;Belarus;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$4,05;$2,02;$6,07;Grams
Europe;Western and Central Europe;Lithuania;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$5,27;$4,21;$7,38;Grams
Africa;West and Central Africa;Saudi Arabia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$5,60;;;Grams
Oceania;Australia and New Zealand;Gibraltar;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$6,21;;;Grams
Oceania;Australia and New Zealand;Gibraltar;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$6,88;$4,13;$13,76;Grams
Oceania;Australia and New Zealand;Lithuania;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$7,57;$5,41;$11,89;Grams
Asia;East and South-East Asia;State of Palestine;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$10,00;$7,00;$12,00;Grams
Africa;North Africa;Poland;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$11,24;$6,74;$17,98;Grams
Asia;Central Asia and Transcaucasia;Montenegro;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$11,44;$11,44;$11,44;Grams
Asia;Central Asia and Transcaucasia;China;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$11,61;;;Grams
Asia;Central Asia and Transcaucasia;Malta;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$13,05;;;
Africa;North Africa;Montenegro;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$15,81;$10,54;$21,07;Grams
Americas;South America;Malta;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$15,81;$15,81;$15,81;Grams
Asia;Central Asia and Transcaucasia;Latvia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$17,16;$17,16;$33,18;Grams
Asia;Central Asia and Transcaucasia;Republic of Korea;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$20,00;;;Grams
Asia;Central Asia and Transcaucasia;Mongolia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$25,66;;;Grams
Africa;North Africa;Qatar;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$32,65;;$32,65;Grams
Europe;Western and Central Europe;Armenia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$38,61;$33,46;$43,76;Grams
Europe;South-Eastern Europe;Armenia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$46,20;$41,58;$57,75;Grams
Europe;Western and Central Europe;Armenia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$61,37;;;Grams
Asia;Central Asia and Transcaucasia;Japan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$71,30;;;
Asia;Central Asia and Transcaucasia;Syrian Arab Republic;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$80,00;$75,00;$90,00;Kilograms
Asia;Central Asia and Transcaucasia;Syrian Arab Republic;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$80,00;$75,00;$100,00;Kilograms
Africa;North Africa;Japan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$91,73;;;Grams
Asia;Near and Middle East/ South-West Asia;Mauritius;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$111,00;$0,02;;Grams
Asia;Near and Middle East/ South-West Asia;Mauritius;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$114,43;;;Grams
Asia;Near and Middle East/ South-West Asia;Pakistan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$161,65;$152,67;$170,63;Kilograms
Asia;Near and Middle East/ South-West Asia;Gambia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$168,60;$152,79;$210,75;Grams
Asia;Near and Middle East/ South-West Asia;Pakistan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$197,30;$184,97;$209,64;Kilograms
Americas;South America;Syrian Arab Republic;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$200,00;$180,00;$250,00;Kilograms
Asia;East and South-East Asia;Pakistan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$231,82;$200,91;$262,73;Kilograms
Europe;Western and Central Europe;Kenya;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$281,64;;;Kilograms
Europe;Eastern Europe;Pakistan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$286,48;$263,25;$309,71;Kilograms
Europe;Western and Central Europe;Morocco;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$690,61;$493,29;$986,58;Kilograms
Asia;Near and Middle East/ South-West Asia;Morocco;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$691,09;$493,63;$987,26;Kilograms
Europe;Western and Central Europe;Morocco;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$781,16;$557,97;$1.115,95;Kilograms
Europe;Western and Central Europe;Tajikistan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$800,00;$300,00;$1.100,00;Kilograms
Europe;Western and Central Europe;India;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$890,57;;;Kilograms
Asia;Near and Middle East/ South-West Asia;Latvia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$948,37;;;Grams
Europe;Western and Central Europe;Tajikistan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$1.000,00;$350,00;$1.500,00;Kilograms
Europe;South-Eastern Europe;Tajikistan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$1.000,00;$350,00;$2.000,00;Kilograms
Asia;East and South-East Asia;India;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$1.152,65;;;Kilograms
Europe;Western and Central Europe;United Kingdom;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$1.236,09;$741,66;$2.472,19;Kilograms
Europe;South-Eastern Europe;United Kingdom;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$1.285,35;$899,74;$1.542,42;Kilograms
Europe;Western and Central Europe;United Kingdom;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$1.375,52;$825,31;$2.751,03;Kilograms
Europe;Western and Central Europe;India;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$1.530,65;;;Kilograms
Asia;East and South-East Asia;Libya;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$1.559,71;$1.002,67;$1.559,71;Kilograms
Asia;East and South-East Asia;Algeria;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$1.696,76;$236,76;$3.156,76;Kilograms
Asia;Near and Middle East/ South-West Asia;Ireland;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$1.896,73;$1.580,61;$2.107,48;Kilograms
Asia;Central Asia and Transcaucasia;Spain;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$1.933,64;$1.921,05;$1.947,37;Kilograms
Asia;Central Asia and Transcaucasia;Ireland;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$1.945,95;$1.621,62;$2.162,16;Kilograms
Asia;Central Asia and Transcaucasia;Niger;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$2.092,12;$1.743,44;$2.615,15;Kilograms
Asia;East and South-East Asia;Spain;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$2.172,81;;;Kilograms
Asia;Near and Middle East/ South-West Asia;Spain;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$2.235,68;;;Kilograms
Asia;Near and Middle East/ South-West Asia;Ireland;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$2.288,33;$2.059,50;$2.517,16;Kilograms
Asia;East and South-East Asia;Spain;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$2.327,40;;;Kilograms
Africa;East Africa;Ireland;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$2.372,48;$2.135,23;$2.609,73;Kilograms
Africa;East Africa;Tajikistan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$2.500,00;$2.000,00;$3.500,00;Kilograms
Asia;Near and Middle East/ South-West Asia;Sri Lanka;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$2.537,29;;;Kilograms
Africa;West and Central Africa;United Arab Emirates;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$2.654,51;;;Kilograms
Asia;Near and Middle East/ South-West Asia;United Arab Emirates;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$2.810,24;;;Kilograms
Asia;Near and Middle East/ South-West Asia;Norway;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$2.845,22;$1.896,81;$3.319,42;Kilograms
Asia;Near and Middle East/ South-West Asia;Algeria;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$2.944,22;$2.161,58;$3.726,87;Kilograms
Africa;East Africa;China, Hong Kong SAR;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$3.115,17;$2.444,99;$3.217,09;Kilograms
Asia;Near and Middle East/ South-West Asia;France;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$3.161,22;$2.634,35;$4.214,96;Kilograms
Africa;North Africa;Italy;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$3.424,49;$2.845,54;$4.003,43;Kilograms
Africa;North Africa;France;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$3.465,95;$2.846,49;$4.194,59;Kilograms
Africa;North Africa;Sweden;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$3.532,07;$2.354,71;$6.122,26;Kilograms
Asia;Central Asia and Transcaucasia;China, Hong Kong SAR;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$3.533,01;$3.192,44;$3.894,78;Kilograms
Asia;South Asia;Denmark;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$3.629,50;$2.903,60;$5.081,30;Kilograms
Europe;Western and Central Europe;Belgium;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$3.783,78;$2.724,32;$4.540,54;Kilograms
Asia;Central Asia and Transcaucasia;Sweden;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$3.975,35;$1.987,68;$6.459,95;Kilograms
Asia;Central Asia and Transcaucasia;France;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$4.004,58;$2.860,41;$5.148,74;Kilograms
Asia;South Asia;Germany;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$4.075,87;$2.853,53;$6.220,23;Kilograms
Europe;Western and Central Europe;France;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$4.151,84;$3.232,50;$4.744,96;Kilograms
Europe;Western and Central Europe;Croatia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$4.233,41;$1.144,16;$4.347,83;Kilograms
Europe;Western and Central Europe;Croatia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$4.389,09;$4.270,46;$5.456,70;Kilograms
Asia;South Asia;Austria;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$4.478,40;$2.634,35;$6.322,44;Kilograms
Africa;North Africa;United Arab Emirates;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$4.492,24;;;Kilograms
Africa;North Africa;Germany;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$4.496,57;$2.640,73;$5.844,39;Kilograms
Europe;Western and Central Europe;Kyrgyzstan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$4.500,00;$2.000,00;$7.000,00;Kilograms
Europe;Western and Central Europe;Austria;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$4.540,54;$2.594,59;$6.486,49;Kilograms
Europe;Western and Central Europe;Germany;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$4.553,97;$1.779,36;$5.931,20;Kilograms
Africa;West and Central Africa;Belgium;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$4.691,08;$2.345,54;$7.437,07;Kilograms
Europe;Western and Central Europe;Denmark;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$4.744,96;$2.846,98;$9.489,92;Kilograms
Europe;Western and Central Europe;India;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$4.760,06;;;Kilograms
Europe;Western and Central Europe;Russian Federation;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$4.781,22;$3.415,16;$5.464,26;Kilograms
Europe;Western and Central Europe;China, Hong Kong SAR;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$4.791,11;$3.832,89;$5.749,33;Kilograms
Europe;Western and Central Europe;Austria;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$4.862,70;$2.860,41;$6.864,99;Kilograms
Asia;Central Asia and Transcaucasia;Algeria;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$4.942,35;$1.765,13;$5.648,40;Kilograms
Asia;South Asia;Belgium;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$5.033,21;$1.731,91;$7.354,69;Kilograms
Asia;Near and Middle East/ South-West Asia;Austria;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$5.041,52;$2.965,60;$7.117,44;Kilograms
Asia;Near and Middle East/ South-West Asia;Germany;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$5.078,92;$2.447,57;$6.859,46;Kilograms
Europe;Western and Central Europe;Kyrgyzstan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$5.250,00;$2.500,00;$8.000,00;Kilograms
Africa;North Africa;Slovenia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$5.268,70;$3.161,22;$5.795,57;Kilograms
Asia;East and South-East Asia;Romania;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$5.268,70;$4.214,96;$7.376,19;Kilograms
Europe;Western and Central Europe;Algeria;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$5.311,61;$2.065,63;$6.270,66;Kilograms
Europe;Western and Central Europe;Slovenia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$5.338,08;$3.558,72;$6.524,32;Kilograms
Europe;Western and Central Europe;Denmark;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$5.370,57;$3.068,90;$6.905,02;Kilograms
Europe;Western and Central Europe;Slovenia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$5.405,41;$3.243,24;$5.945,95;Kilograms
Asia;East and South-East Asia;Russian Federation;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$5.405,41;$3.891,89;$7.567,57;Kilograms
Europe;Western and Central Europe;Poland;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$5.468,38;$2.377,56;$9.510,22;Kilograms
Europe;Western and Central Europe;Belgium;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$5.479,45;$4.952,58;$5.879,87;Kilograms
Europe;Western and Central Europe;Romania;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$5.720,82;$4.576,66;$8.009,15;Kilograms
Europe;Western and Central Europe;Sweden;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$5.725,82;$3.271,89;$9.815,68;Kilograms
Europe;Western and Central Europe;Sweden;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$5.850,01;$3.510,00;$8.190,01;Kilograms
Europe;Western and Central Europe;Finland;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$6.292,91;;;Kilograms
Europe;South-Eastern Europe;Estonia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$6.322,44;$3.161,22;$8.429,93;Kilograms
Europe;South-Eastern Europe;Saudi Arabia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$6.393,18;$4.794,89;$7.991,48;Kilograms
Europe;Western and Central Europe;Estonia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$6.486,49;$1.802,16;$14.054,05;Kilograms
Asia;Near and Middle East/ South-West Asia;Poland;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$7.016,63;$3.898,13;$14.293,14;Kilograms
Europe;Western and Central Europe;State of Palestine;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$7.100,00;$7.000,00;$7.200,00;Kilograms
Asia;Central Asia and Transcaucasia;Latvia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$7.117,44;;;Kilograms
Europe;Western and Central Europe;Greece;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$7.903,06;$5.268,70;$10.537,41;Kilograms
Europe;Western and Central Europe;Greece;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$8.108,11;$5.405,41;$10.810,81;Kilograms
Europe;Western and Central Europe;Greece;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$8.581,24;$5.720,82;$11.441,65;Kilograms
Europe;Western and Central Europe;Greece;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$8.896,80;$5.931,20;$11.862,40;Kilograms
Asia;South Asia;Estonia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$9.489,92;$8.303,68;$10.676,16;Kilograms
Europe;Eastern Europe;Bulgaria;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$9.679,20;$8.296,46;$11.061,95;Kilograms
Asia;East and South-East Asia;Republic of Moldova;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;$15.806,11;;;Kilograms
Europe;Western and Central Europe;Republic of Moldova;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$16.216,22;;;Kilograms
Africa;North Africa;Republic of Moldova;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;$17.793,59;;;Kilograms
Europe;Western and Central Europe;State of Palestine;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;$21.875,00;;;Kilograms
Europe;Western and Central Europe;Qatar;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;$21.923,81;$20.553,58;$24.664,29;Kilograms
Europe;Western and Central Europe;Portugal;Cannabis-type drugs;Cannabis/hashish oil;;Retail;2022;$6,56;;;Grams
Asia;Central Asia and Transcaucasia;Australia;Cannabis-type drugs;Cannabis/hashish oil;;Retail;2020;$6,91;;;Units
Europe;Western and Central Europe;Australia;Cannabis-type drugs;Cannabis/hashish oil;;Retail;2021;$7,52;;;Units
Europe;South-Eastern Europe;Poland;Cannabis-type drugs;Cannabis/hashish oil;;Retail;2020;$11,06;$11,06;$11,06;Millilitres
Africa;North Africa;Spain;Cannabis-type drugs;Cannabis/hashish oil;;Retail;2020;$14,53;$13,81;$15,30;Grams
Europe;Western and Central Europe;Spain;Cannabis-type drugs;Cannabis/hashish oil;;Retail;2023;$14,98;;;Grams
Europe;Western and Central Europe;Uruguay;Cannabis-type drugs;Cannabis/hashish oil;;Retail;2020;$16,70;$14,31;$23,85;Millilitres
