Anno;Codice Regione; Descrizione Regione;Codice ASL;ASL;SERD; Nuovi Utenti;Utenti rientrati o già in carico; Totale
2023;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;S02                    ;5;204;209
2023;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;S03                    ;26;227;253
2023;030;LOMBARDIA;720;ASST DI BERGAMO EST;S01                    ;33;179;212
2023;030;LOMBARDIA;720;ASST DI BERGAMO EST;S02                    ;32;105;137
2023;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S01                    ;38;456;494
2023;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S21                    ;14;85;99
2023;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S22                    ;62;193;255
2023;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;S04                    ;22;191;213
2023;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;S10                    ;21;191;212
2023;030;LOMBARDIA;723;ASST DEL GARDA;S02                    ;12;172;184
2023;030;LOMBARDIA;723;ASST DEL GARDA;S09                    ;11;118;129
2023;030;LOMBARDIA;724;ASST DI CREMONA;S01                    ;48;485;533
2023;030;LOMBARDIA;724;ASST DI CREMONA;S02                    ;9;43;52
2023;030;LOMBARDIA;725;ASST DI MANTOVA;S01                    ;65;323;388
2023;030;LOMBARDIA;725;ASST DI MANTOVA;S02                    ;15;75;90
2023;030;LOMBARDIA;725;ASST DI MANTOVA;S03                    ;13;70;83
2023;030;LOMBARDIA;725;ASST DI MANTOVA;S04                    ;14;50;64
2023;030;LOMBARDIA;725;ASST DI MANTOVA;S05                    ;;10;10
2023;030;LOMBARDIA;725;ASST DI MANTOVA;S06                    ;17;118;135
2023;030;LOMBARDIA;726;ASST DI CREMA;S01                    ;77;397;474
2023;030;LOMBARDIA;727;ASST DI PAVIA;S01                    ;61;257;318
2023;030;LOMBARDIA;727;ASST DI PAVIA;S02                    ;133;718;851
2023;030;LOMBARDIA;727;ASST DI PAVIA;S03                    ;84;420;504
2023;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S01                    ;2;770;772
2023;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S02                    ;2;454;456
2023;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S03                    ;;158;158
2023;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S04                    ;2;207;209
2023;042;PROV. AUTON. TRENTO;101;TRENTO;A01                    ;;171;171
2023;042;PROV. AUTON. TRENTO;101;TRENTO;B01                    ;;135;135
2023;042;PROV. AUTON. TRENTO;101;TRENTO;S01                    ;41;674;715
2023;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S01                    ;25;125;150
2023;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S02                    ;3;37;40
2023;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S03                    ;33;99;132
2023;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S04                    ;16;27;43
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S01                    ;115;398;513
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S02                    ;38;236;274
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S03                    ;44;53;97
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S04                    ;34;185;219
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S06                    ;111;588;699
2023;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S01                    ;122;527;649
2023;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S02                    ;89;393;482
2023;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S03                    ;24;154;178
2023;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S04                    ;34;248;282
2023;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S05                    ;35;240;275
2023;050;VENETO;504;AZIENDA ULSS N. 4 VENETO ORIENTALE;S01                    ;22;218;240
2023;050;VENETO;504;AZIENDA ULSS N. 4 VENETO ORIENTALE;S02                    ;72;267;339
2023;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S01                    ;14;144;158
2023;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S02                    ;64;168;232
2023;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S03                    ;57;124;181
2023;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S51                    ;22;236;258
2023;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S52                    ;25;177;202
2023;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S61                    ;166;783;949
2023;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S62                    ;17;114;131
2023;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S71                    ;10;161;171
2023;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S72                    ;2;182;184
2023;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S01                    ;69;437;506
2023;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S02                    ;47;257;304
2023;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S03                    ;4;15;19
2023;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S01                    ;12;70;82
2023;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S02                    ;125;579;704
2023;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S03                    ;1;113;114
2023;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S04                    ;26;227;253
2023;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S01                    ;115;648;763
2023;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S03                    ;42;239;281
2023;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S11                    ;7;104;111
2023;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S12                    ;14;186;200
2023;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S21                    ;36;264;300
2023;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S22                    ;24;184;208
2023;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;A06                    ;9;58;67
2023;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;B06                    ;14;64;78
2023;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;D06                    ;7;92;99
2023;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;E06                    ;13;78;91
2023;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;S06                    ;36;171;207
2023;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;A03                    ;17;146;163
2023;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S03                    ;7;73;80
2023;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S04                    ;4;133;137
2023;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S05                    ;83;738;821
2023;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;A01                    ;106;106;212
2023;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;A02                    ;17;147;164
2023;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;S01                    ;97;775;872
2023;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;S02                    ;54;130;184
2023;070;LIGURIA;101;IMPERIESE;S01                    ;15;258;273
2023;070;LIGURIA;101;IMPERIESE;S02                    ;14;122;136
2023;070;LIGURIA;101;IMPERIESE;S03                    ;;161;161
2023;070;LIGURIA;102;SAVONESE;S01                    ;;174;174
2023;070;LIGURIA;102;SAVONESE;S02                    ;;111;111
2023;070;LIGURIA;102;SAVONESE;S03                    ;;83;83
2023;070;LIGURIA;102;SAVONESE;S04                    ;;37;37
2023;070;LIGURIA;103;GENOVESE;S01                    ;38;448;486
2023;070;LIGURIA;103;GENOVESE;S02                    ;53;422;475
2023;070;LIGURIA;103;GENOVESE;S03                    ;7;305;312
2023;070;LIGURIA;103;GENOVESE;S04                    ;27;268;295
2023;070;LIGURIA;103;GENOVESE;S05                    ;18;371;389
2023;070;LIGURIA;103;GENOVESE;S06                    ;44;235;279
2023;070;LIGURIA;104;CHIAVARESE;S01                    ;82;339;421
2023;070;LIGURIA;105;SPEZZINO;S01                    ;7;354;361
2023;070;LIGURIA;105;SPEZZINO;S02                    ;1;232;233
2023;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;C02                    ;16;62;78
2023;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S01                    ;9;97;106
2023;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S02                    ;16;192;208
2023;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S03                    ;10;130;140
2023;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;C01                    ;47;48;95
2023;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S01                    ;30;533;563
2023;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S02                    ;4;159;163
2023;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S03                    ;3;68;71
2023;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S04                    ;11;111;122
2023;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S05                    ;2;52;54
2023;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S01                    ;10;65;75
2023;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S02                    ;76;501;577
2023;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S03                    ;17;144;161
2023;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S04                    ;9;101;110
2023;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S05                    ;11;109;120
2023;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S06                    ;4;37;41
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S01                    ;29;159;188
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S02                    ;15;84;99
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S03                    ;60;412;472
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S04                    ;20;163;183
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S05                    ;6;41;47
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S06                    ;25;121;146
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S07                    ;23;106;129
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;C09                    ;41;38;79
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S01                    ;12;147;159
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S02                    ;10;58;68
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S03                    ;19;161;180
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S04                    ;7;90;97
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S05                    ;15;134;149
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S06                    ;8;120;128
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S07                    ;26;320;346
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S08                    ;33;375;408
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S09                    ;51;221;272
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S12                    ;9;;9
2023;080;EMILIA ROMAGNA;106;AZIENDA USL IMOLA;S01                    ;13;167;180
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S01                    ;24;284;308
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S02                    ;3;54;57
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S03                    ;2;74;76
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S04                    ;1;54;55
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S05                    ;9;81;90
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S01                    ;20;352;372
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S02                    ;9;141;150
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S03                    ;13;184;197
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S05                    ;33;294;327
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S06                    ;27;369;396
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S07                    ;31;579;610
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S21                    ;40;191;231
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S22                    ;40;230;270
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S23                    ;24;195;219
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S26                    ;43;416;459
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S27                    ;39;267;306
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S28                    ;49;367;416
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S29                    ;41;172;213
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S30                    ;26;122;148
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S31                    ;70;188;258
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S32                    ;59;300;359
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S33                    ;53;343;396
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S34                    ;265;690;955
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S35                    ;83;382;465
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S41                    ;54;613;667
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S42                    ;7;117;124
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S43                    ;46;526;572
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S44                    ;10;131;141
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S45                    ;26;811;837
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S46                    ;14;263;277
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S47                    ;4;69;73
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S48                    ;9;167;176
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S49                    ;93;799;892
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S50                    ;13;79;92
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S51                    ;8;55;63
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S52                    ;51;556;607
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S61                    ;4;46;50
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S62                    ;30;186;216
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S63                    ;22;181;203
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S64                    ;10;94;104
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S65                    ;20;498;518
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S66                    ;9;85;94
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S67                    ;30;277;307
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S68                    ;10;119;129
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S69                    ;15;113;128
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S70                    ;32;399;431
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S71                    ;11;150;161
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S72                    ;16;129;145
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S73                    ;;13;13
2023;100;UMBRIA;201;AUSL UMBRIA N. 1;S11                    ;60;224;284
2023;100;UMBRIA;201;AUSL UMBRIA N. 1;S12                    ;29;111;140
