population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Intera Popolazione,5,Prevalenza,135,Brasile,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0109242686512412,0.0137085647126237,0.0085671461599227
1,Intera Popolazione,5,Prevalenza,135,Brasile,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0080044177244195,0.0098786709622857,0.0063693594270931
1,Intera Popolazione,5,Prevalenza,68,Repubblica di Corea,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0117147689831038,0.0146501971957365,0.0089696266063454
1,Intera Popolazione,5,Prevalenza,68,Repubblica di Corea,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0085530935620129,0.0112449697411843,0.0065407967923042
1,Intera Popolazione,5,Prevalenza,71,Australia,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0346324728155399,0.0385237834413204,0.0311922801506602
1,Intera Popolazione,5,Prevalenza,71,Australia,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0188016997195929,0.0211997090794928,0.0167682003573976
1,Intera Popolazione,5,Prevalenza,196,Sudafrica,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.0098169768638642,0.0118595447509114,0.0080244041751315
1,Intera Popolazione,5,Prevalenza,196,Sudafrica,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.0063932221887062,0.0073734083085805,0.0055207390079369
1,Intera Popolazione,5,Prevalenza,214,Nigeria,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0022641436796768,0.0027817959344913,0.0017973542047621
1,Intera Popolazione,5,Prevalenza,214,Nigeria,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0017480265074143,0.002080946387691,0.0014645241645088
1,Intera Popolazione,5,Prevalenza,135,Brasile,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.0108680077397162,0.0136592272500979,0.0084505755288947
1,Intera Popolazione,5,Prevalenza,135,Brasile,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.007905550911044,0.0097535190924322,0.0062517693480258
1,Intera Popolazione,5,Prevalenza,101,Canada,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.028879879703416,0.0329177439430043,0.0253423675749522
1,Intera Popolazione,5,Prevalenza,101,Canada,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.0201271456189669,0.0225828809154424,0.0178368840066008
1,Intera Popolazione,5,Prevalenza,163,India,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.0048079478544757,0.0062606516156812,0.0037928533320154
1,Intera Popolazione,5,Prevalenza,163,India,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.0025305598846849,0.0030316675249408,0.0020538900994755
1,Intera Popolazione,5,Prevalenza,86,Italia,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.0175888387833389,0.0221685522557049,0.0140114552595251
1,Intera Popolazione,5,Prevalenza,86,Italia,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.0093943034269104,0.0114625563384874,0.0075438800678133
1,Intera Popolazione,5,Prevalenza,174,Africa Subsahariana Orientale,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0035497524386899,0.0048784220463055,0.0026447097676325
1,Intera Popolazione,5,Prevalenza,174,Africa Subsahariana Orientale,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0021946241438647,0.0027897856555316,0.0017583999112213
1,Intera Popolazione,5,Prevalenza,199,Africa Subsahariana Occidentale,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0023317566105033,0.0029361485810697,0.0018262766776984
1,Intera Popolazione,5,Prevalenza,199,Africa Subsahariana Occidentale,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0018049256354705,0.0021803009674846,0.0014978800014084
1,Intera Popolazione,5,Prevalenza,142,Iran (Repubblica Islamica dell'),1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0070232732191802,0.0079466999456226,0.0061170406517519
1,Intera Popolazione,5,Prevalenza,142,Iran (Repubblica Islamica dell'),2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1991,0.0037270389957205,0.0043206660267198,0.0032136238727809
1,Intera Popolazione,5,Prevalenza,81,Germania,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.0120527063744503,0.0133854568935875,0.0107272635494284
1,Intera Popolazione,5,Prevalenza,81,Germania,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.0054860781502924,0.0061321606854391,0.0048380890528983
1,Intera Popolazione,5,Prevalenza,214,Nigeria,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.0022689264684363,0.002790924951837,0.0017945970599028
1,Intera Popolazione,5,Prevalenza,214,Nigeria,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1990,0.0017386623589534,0.0020788413120262,0.0014570818329149
1,Intera Popolazione,5,Prevalenza,67,Giappone,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0093947941619217,0.0112323748511929,0.0075263065116986
1,Intera Popolazione,5,Prevalenza,67,Giappone,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0068517714467954,0.0083082911762079,0.0055681203328354
1,Intera Popolazione,5,Prevalenza,71,Australia,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0340543499894777,0.0377105755734105,0.0307952610022213
1,Intera Popolazione,5,Prevalenza,71,Australia,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0185195064281228,0.0208199692795388,0.0166282211453909
1,Intera Popolazione,5,Prevalenza,92,Spagna,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0217869410596994,0.0230664671596353,0.0205060164973208
1,Intera Popolazione,5,Prevalenza,92,Spagna,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0106462286268834,0.0114484952611054,0.0099124166753755
1,Intera Popolazione,5,Prevalenza,81,Germania,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0118605371955731,0.0130200456579774,0.0107049697912776
1,Intera Popolazione,5,Prevalenza,81,Germania,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0055010370079402,0.0060565433462544,0.0049827777904226
1,Intera Popolazione,5,Prevalenza,214,Nigeria,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0022591245395424,0.0027721598141397,0.001806933930176
1,Intera Popolazione,5,Prevalenza,214,Nigeria,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0017568340029348,0.0020875338431453,0.0014711690354032
1,Intera Popolazione,5,Prevalenza,130,Messico,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1993,0.0058851657399042,0.007198198082041,0.0048814257155861
1,Intera Popolazione,5,Prevalenza,130,Messico,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1993,0.0047613738638055,0.0055349422076082,0.0039547893026274
1,Intera Popolazione,5,Prevalenza,92,Spagna,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1993,0.0223634066032894,0.0234946415104109,0.0210997378220003
1,Intera Popolazione,5,Prevalenza,92,Spagna,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1993,0.0110751374951375,0.0118475881735603,0.0104228335360933
1,Intera Popolazione,5,Prevalenza,6,Cina,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0107648385772212,0.0130597950119734,0.0090698192110417
1,Intera Popolazione,5,Prevalenza,6,Cina,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0091875411879412,0.0109900602251239,0.0077959597882219
1,Intera Popolazione,5,Prevalenza,81,Germania,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1993,0.0117442604776421,0.0128334980675448,0.0106912031991823
1,Intera Popolazione,5,Prevalenza,81,Germania,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1993,0.005495744370659,0.0060349537602611,0.0050224497341237
1,Intera Popolazione,5,Prevalenza,11,Indonesia,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1993,0.0047910371375571,0.0060236924434724,0.0037008685481961
1,Intera Popolazione,5,Prevalenza,11,Indonesia,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1993,0.0043874837406902,0.0054238693526977,0.0034085679948666
1,Intera Popolazione,5,Prevalenza,192,Africa Subsahariana Meridionale,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0086201968442759,0.0106105813334711,0.0069819860971857
1,Intera Popolazione,5,Prevalenza,192,Africa Subsahariana Meridionale,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0055267147062847,0.0063991072472765,0.0047648254620684
1,Intera Popolazione,5,Prevalenza,135,Brasile,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0109991560034412,0.0137125470809721,0.0087032463307731
1,Intera Popolazione,5,Prevalenza,135,Brasile,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0080843392424205,0.0099625371653193,0.0064948363493715
1,Intera Popolazione,5,Prevalenza,80,Francia,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0136178129984913,0.0156549734110446,0.0118393854429553
1,Intera Popolazione,5,Prevalenza,80,Francia,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0072922850971928,0.0083727291767593,0.0061964029812165
1,Intera Popolazione,5,Prevalenza,102,Stati Uniti d'America,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0270792504784782,0.0314811936213574,0.0228842893528281
1,Intera Popolazione,5,Prevalenza,102,Stati Uniti d'America,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0151525100841795,0.0176964844463005,0.0126364633198102
1,Intera Popolazione,5,Prevalenza,102,Stati Uniti d'America,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1993,0.0269447420670065,0.031284105533981,0.0228257067597274
1,Intera Popolazione,5,Prevalenza,102,Stati Uniti d'America,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1993,0.014891952952492,0.0174220710643158,0.0124245812279349
1,Intera Popolazione,5,Prevalenza,68,Repubblica di Corea,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0116833076179409,0.0145709028386403,0.0089275730627491
1,Intera Popolazione,5,Prevalenza,68,Repubblica di Corea,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0085310056575352,0.0111732997498065,0.0065440306829713
1,Intera Popolazione,5,Prevalenza,81,Germania,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1995,0.0115540282200329,0.0125988441851784,0.010579308160218
1,Intera Popolazione,5,Prevalenza,81,Germania,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1995,0.0054740550927949,0.0059885021477217,0.0050225017745144
1,Intera Popolazione,5,Prevalenza,81,Germania,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1994,0.0116312871027151,0.0126783205645855,0.0106365080225576
1,Intera Popolazione,5,Prevalenza,81,Germania,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1994,0.0054832185635735,0.0060115877364112,0.0050162945517968
1,Intera Popolazione,5,Prevalenza,92,Spagna,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1995,0.0233192259783087,0.0245295894176747,0.0221180466920595
1,Intera Popolazione,5,Prevalenza,92,Spagna,2,Femmine,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1995,0.0117360668143811,0.0124561916481144,0.0110753172410901
1,Intera Popolazione,5,Prevalenza,199,Africa Subsahariana Occidentale,1,Maschi,22,Tutte le età,561,Disturbi da consumo di stupefacenti,2,Percentuale,1992,0.0023334664878684,0.002936319217347,0.0018314109503172
