Anno;Codice Regione;Descrizione Regione;Codice ASL;ASL;SERD;; Nuovi Utenti;Utenti rientrati o già in carico; Totale
2022;100;UMBRIA;201;AUSL UMBRIA N. 1;S11                    ;;11;196;207
2022;100;UMBRIA;201;AUSL UMBRIA N. 1;S12                    ;;24;134;158
2022;100;UMBRIA;201;AUSL UMBRIA N. 1;S21                    ;;49;610;659
2022;100;UMBRIA;201;AUSL UMBRIA N. 1;S22                    ;;13;67;80
2022;100;UMBRIA;201;AUSL UMBRIA N. 1;S23                    ;;10;105;115
2022;100;UMBRIA;201;AUSL UMBRIA N. 1;S24                    ;;4;119;123
2022;100;UMBRIA;202;AUSL UMBRIA N. 2;S31                    ;;53;362;415
2022;100;UMBRIA;202;AUSL UMBRIA N. 2;S32                    ;;41;148;189
2022;100;UMBRIA;202;AUSL UMBRIA N. 2;S41                    ;;37;538;575
2022;100;UMBRIA;202;AUSL UMBRIA N. 2;S42                    ;;26;89;115
2022;100;UMBRIA;202;AUSL UMBRIA N. 2;S43                    ;;15;102;117
2022;110;MARCHE;201;ASUR;S01                    ;;179;355;534
2022;110;MARCHE;201;ASUR;S02                    ;;63;156;219
2022;110;MARCHE;201;ASUR;S03                    ;;76;189;265
2022;110;MARCHE;201;ASUR;S04                    ;;78;219;297
2022;110;MARCHE;201;ASUR;S05                    ;;86;298;384
2022;110;MARCHE;201;ASUR;S06                    ;;23;63;86
2022;110;MARCHE;201;ASUR;S07                    ;;292;685;977
2022;110;MARCHE;201;ASUR;S08                    ;;64;325;389
2022;110;MARCHE;201;ASUR;S09                    ;;51;311;362
2022;110;MARCHE;201;ASUR;S10                    ;;20;71;91
2022;110;MARCHE;201;ASUR;S11                    ;;57;405;462
2022;110;MARCHE;201;ASUR;S12                    ;;40;281;321
2022;110;MARCHE;201;ASUR;S13                    ;;55;358;413
2022;110;MARCHE;201;ASUR;S14                    ;;54;108;162
2022;120;LAZIO;109;VITERBO;A05                    ;;22;74;96
2022;120;LAZIO;109;VITERBO;S01                    ;;24;170;194
2022;120;LAZIO;109;VITERBO;S02                    ;;12;110;122
2022;120;LAZIO;109;VITERBO;S04                    ;;17;105;122
2022;120;LAZIO;109;VITERBO;S05                    ;;19;231;250
2022;120;LAZIO;110;RIETI;A03                    ;;8;35;43
2022;120;LAZIO;110;RIETI;B03                    ;;24;100;124
2022;120;LAZIO;110;RIETI;S03                    ;;15;184;199
2022;120;LAZIO;111;LATINA;S01                    ;;28;124;152
2022;120;LAZIO;111;LATINA;S02                    ;;13;148;161
2022;120;LAZIO;111;LATINA;S03                    ;;23;206;229
2022;120;LAZIO;111;LATINA;S04                    ;;6;122;128
2022;120;LAZIO;111;LATINA;S05                    ;;11;197;208
2022;120;LAZIO;112;FROSINONE;A02                    ;;20;66;86
2022;120;LAZIO;112;FROSINONE;A06                    ;;14;83;97
2022;120;LAZIO;112;FROSINONE;B06                    ;;72;230;302
2022;120;LAZIO;112;FROSINONE;S02                    ;;19;278;297
2022;120;LAZIO;112;FROSINONE;S06                    ;;46;226;272
2022;120;LAZIO;112;FROSINONE;S08                    ;;13;222;235
2022;120;LAZIO;201;ROMA 1;A01                    ;;17;57;74
2022;120;LAZIO;201;ROMA 1;S01                    ;;17;250;267
2022;120;LAZIO;201;ROMA 1;S03                    ;;27;201;228
2022;120;LAZIO;201;ROMA 1;S04                    ;;41;281;322
2022;120;LAZIO;201;ROMA 1;S05                    ;;110;478;588
2022;120;LAZIO;201;ROMA 1;S06                    ;;39;113;152
2022;120;LAZIO;201;ROMA 1;S08                    ;;231;333;564
2022;120;LAZIO;202;ROMA 2;S01                    ;;79;643;722
2022;120;LAZIO;202;ROMA 2;S03                    ;;28;415;443
2022;120;LAZIO;202;ROMA 2;S05                    ;;60;326;386
2022;120;LAZIO;202;ROMA 2;S06                    ;;27;217;244
2022;120;LAZIO;202;ROMA 2;S07                    ;;17;201;218
2022;120;LAZIO;202;ROMA 2;S08                    ;;56;471;527
2022;120;LAZIO;203;ROMA 3;A02                    ;;14;29;43
2022;120;LAZIO;203;ROMA 3;A03                    ;;1;1;2
2022;120;LAZIO;203;ROMA 3;S02                    ;;30;281;311
2022;120;LAZIO;203;ROMA 3;S03                    ;;45;492;537
2022;120;LAZIO;204;ROMA 4;A02                    ;;18;99;117
2022;120;LAZIO;204;ROMA 4;B02                    ;;2;1;3
2022;120;LAZIO;204;ROMA 4;S01                    ;;19;134;153
2022;120;LAZIO;204;ROMA 4;S02                    ;;10;163;173
2022;120;LAZIO;204;ROMA 4;S03                    ;;20;213;233
2022;120;LAZIO;205;ROMA 5;S01                    ;;31;166;197
2022;120;LAZIO;205;ROMA 5;S02                    ;;62;227;289
2022;120;LAZIO;205;ROMA 5;S03                    ;;8;31;39
2022;120;LAZIO;205;ROMA 5;S04                    ;;35;140;175
2022;120;LAZIO;205;ROMA 5;S05                    ;;14;97;111
2022;120;LAZIO;206;ROMA 6;A02                    ;;22;146;168
2022;120;LAZIO;206;ROMA 6;A06                    ;;57;180;237
2022;120;LAZIO;206;ROMA 6;S02                    ;;14;175;189
2022;120;LAZIO;206;ROMA 6;S03                    ;;1;79;80
2022;120;LAZIO;206;ROMA 6;S04                    ;;69;368;437
2022;120;LAZIO;206;ROMA 6;S06                    ;;36;185;221
2022;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;S01                    ;;3;172;175
2022;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;S02                    ;;29;268;297
2022;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;S03                    ;;9;179;188
2022;130;ABRUZZO;202;LANCIANO-VASTO-CHIETI;S04                    ;;22;262;284
2022;130;ABRUZZO;202;LANCIANO-VASTO-CHIETI;S05                    ;;34;273;307
2022;130;ABRUZZO;202;LANCIANO-VASTO-CHIETI;S06                    ;;21;290;311
2022;130;ABRUZZO;203;PESCARA;S07                    ;;59;507;566
2022;130;ABRUZZO;203;PESCARA;S08                    ;;9;118;127
2022;130;ABRUZZO;204;TERAMO;S09                    ;;68;389;457
2022;130;ABRUZZO;204;TERAMO;S10                    ;;21;262;283
2022;130;ABRUZZO;204;TERAMO;S11                    ;;33;213;246
2022;140;MOLISE;201;ASREM;S01                    ;;19;246;265
2022;140;MOLISE;201;ASREM;S02                    ;;6;46;52
2022;140;MOLISE;201;ASREM;S03                    ;;28;282;310
2022;140;MOLISE;201;ASREM;S04                    ;;10;86;96
2022;140;MOLISE;201;ASREM;S05                    ;;;11;11
2022;140;MOLISE;201;ASREM;S06                    ;;1;29;30
2022;150;CAMPANIA;201;A.S.L. AVELLINO;S01                    ;;7;172;179
2022;150;CAMPANIA;201;A.S.L. AVELLINO;S02                    ;;11;357;368
2022;150;CAMPANIA;202;A.S.L. BENEVENTO;S03                    ;;3;135;138
2022;150;CAMPANIA;202;A.S.L. BENEVENTO;S04                    ;;;83;83
2022;150;CAMPANIA;202;A.S.L. BENEVENTO;S05                    ;;2;73;75
2022;150;CAMPANIA;203;A.S.L. CASERTA;S06                    ;;3;180;183
2022;150;CAMPANIA;203;A.S.L. CASERTA;S07                    ;;;;
2022;150;CAMPANIA;203;A.S.L. CASERTA;S08                    ;;;173;173
2022;150;CAMPANIA;203;A.S.L. CASERTA;S09                    ;;3;108;111
2022;150;CAMPANIA;203;A.S.L. CASERTA;S10                    ;;1;114;115
2022;150;CAMPANIA;203;A.S.L. CASERTA;S11                    ;;;343;343
2022;150;CAMPANIA;203;A.S.L. CASERTA;S12                    ;;;245;245
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S14                    ;;6;196;202
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S15                    ;;4;285;289
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S16                    ;;1;137;138
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S17                    ;;;141;141
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S18                    ;;9;214;223
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S19                    ;;2;209;211
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S20                    ;;8;186;194
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S21                    ;;6;213;219
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S22                    ;;5;300;305
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S23                    ;;24;212;236
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S24                    ;;17;4;21
2022;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S25                    ;;22;167;189
2022;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S26                    ;;2;82;84
2022;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S27                    ;;16;268;284
2022;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S29                    ;;4;337;341
2022;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S30                    ;;1;134;135
2022;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S31                    ;;40;319;359
2022;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S32                    ;;2;224;226
2022;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S33                    ;;15;113;128
2022;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S34                    ;;16;190;206
2022;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S36                    ;;2;49;51
2022;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S38                    ;;13;131;144
2022;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S39                    ;;7;272;279
2022;150;CAMPANIA;207;A.S.L. SALERNO;S40                    ;;9;264;273
2022;150;CAMPANIA;207;A.S.L. SALERNO;S41                    ;;10;310;320
2022;150;CAMPANIA;207;A.S.L. SALERNO;S42                    ;;11;375;386
2022;150;CAMPANIA;207;A.S.L. SALERNO;S43                    ;;9;518;527
2022;150;CAMPANIA;207;A.S.L. SALERNO;S45                    ;;2;98;100
2022;150;CAMPANIA;207;A.S.L. SALERNO;S46                    ;;;29;29
2022;150;CAMPANIA;207;A.S.L. SALERNO;S47                    ;;5;150;155
2022;150;CAMPANIA;207;A.S.L. SALERNO;S48                    ;;;54;54
2022;160;PUGLIA;106;ASL BR;S20                    ;;10;173;183
2022;160;PUGLIA;106;ASL BR;S21                    ;;10;59;69
2022;160;PUGLIA;106;ASL BR;S22                    ;;37;196;233
2022;160;PUGLIA;106;ASL BR;S23                    ;;14;107;121
2022;160;PUGLIA;106;ASL BR;S24                    ;;3;97;100
2022;160;PUGLIA;106;ASL BR;S25                    ;;20;101;121
2022;160;PUGLIA;112;ASL TA;S50                    ;;8;29;37
2022;160;PUGLIA;112;ASL TA;S51                    ;;27;178;205
2022;160;PUGLIA;112;ASL TA;S52                    ;;14;174;188
2022;160;PUGLIA;112;ASL TA;S53                    ;;34;176;210
2022;160;PUGLIA;112;ASL TA;S54                    ;;12;132;144
2022;160;PUGLIA;112;ASL TA;S55                    ;;23;629;652
2022;160;PUGLIA;112;ASL TA;S56                    ;;38;221;259
2022;160;PUGLIA;113;ASL BT;S15                    ;;103;172;275
2022;160;PUGLIA;113;ASL BT;S16                    ;;6;48;54
2022;160;PUGLIA;113;ASL BT;S17                    ;;106;281;387
2022;160;PUGLIA;113;ASL BT;S18                    ;;23;147;170
2022;160;PUGLIA;113;ASL BT;S19                    ;;13;59;72
2022;160;PUGLIA;114;ASL BA;S01                    ;;1;61;62
2022;160;PUGLIA;114;ASL BA;S02                    ;;5;173;178
2022;160;PUGLIA;114;ASL BA;S03                    ;;16;147;163
2022;160;PUGLIA;114;ASL BA;S04                    ;;9;142;151
2022;160;PUGLIA;114;ASL BA;S05                    ;;46;280;326
2022;160;PUGLIA;114;ASL BA;S06                    ;;11;86;97
2022;160;PUGLIA;114;ASL BA;S08                    ;;8;344;352
2022;160;PUGLIA;114;ASL BA;S09                    ;;10;136;146
2022;160;PUGLIA;114;ASL BA;S10                    ;;9;152;161
2022;160;PUGLIA;114;ASL BA;S11                    ;;1;18;19
2022;160;PUGLIA;114;ASL BA;S12                    ;;;3;3
2022;160;PUGLIA;114;ASL BA;S13                    ;;7;105;112
2022;160;PUGLIA;114;ASL BA;S14                    ;;21;232;253
2022;160;PUGLIA;114;ASL BA;S58                    ;;2;52;54
2022;160;PUGLIA;115;ASL FG;S26                    ;;7;46;53
2022;160;PUGLIA;115;ASL FG;S27                    ;;27;156;183
2022;160;PUGLIA;115;ASL FG;S28                    ;;4;45;49
2022;160;PUGLIA;115;ASL FG;S29                    ;;3;43;46
2022;160;PUGLIA;115;ASL FG;S30                    ;;4;66;70
2022;160;PUGLIA;115;ASL FG;S31                    ;;10;84;94
2022;160;PUGLIA;115;ASL FG;S32                    ;;1;43;44
2022;160;PUGLIA;115;ASL FG;S33                    ;;25;218;243
2022;160;PUGLIA;115;ASL FG;S34                    ;;21;164;185
2022;160;PUGLIA;115;ASL FG;S35                    ;;85;537;622
2022;160;PUGLIA;115;ASL FG;S36                    ;;28;90;118
2022;160;PUGLIA;116;ASL LE;S37                    ;;17;260;277
2022;160;PUGLIA;116;ASL LE;S38                    ;;13;77;90
2022;160;PUGLIA;116;ASL LE;S39                    ;;18;193;211
2022;160;PUGLIA;116;ASL LE;S40                    ;;11;89;100
2022;160;PUGLIA;116;ASL LE;S41                    ;;7;75;82
2022;160;PUGLIA;116;ASL LE;S42                    ;;2;21;23
2022;160;PUGLIA;116;ASL LE;S43                    ;;18;171;189
2022;160;PUGLIA;116;ASL LE;S44                    ;;24;188;212
2022;160;PUGLIA;116;ASL LE;S45                    ;;11;179;190
2022;160;PUGLIA;116;ASL LE;S46                    ;;;87;87
2022;160;PUGLIA;116;ASL LE;S47                    ;;8;37;45
2022;160;PUGLIA;116;ASL LE;S48                    ;;5;143;148
2022;160;PUGLIA;116;ASL LE;S49                    ;;6;135;141
2022;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;S01                    ;;6;93;99
2022;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;S02                    ;;50;175;225
2022;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;S03                    ;;2;125;127
2022;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;S04                    ;;4;81;85
2022;170;BASILICATA;202;AZIENDA SANITARIA LOCALE DI MATERA  ASM;S01                    ;;16;367;383
2022;170;BASILICATA;202;AZIENDA SANITARIA LOCALE DI MATERA  ASM;S02                    ;;18;239;257
2022;180;CALABRIA;201;A.S.P. COSENZA;S11                    ;;45;456;501
2022;180;CALABRIA;201;A.S.P. COSENZA;S13                    ;;31;165;196
2022;180;CALABRIA;201;A.S.P. COSENZA;S14                    ;;10;109;119
2022;180;CALABRIA;201;A.S.P. COSENZA;S15                    ;;11;44;55
2022;180;CALABRIA;201;A.S.P. COSENZA;S16                    ;;31;132;163
2022;180;CALABRIA;201;A.S.P. COSENZA;S17                    ;;11;68;79
2022;180;CALABRIA;201;A.S.P. COSENZA;S18                    ;;26;137;163
2022;180;CALABRIA;202;A.S.P. CROTONE;S21                    ;;39;360;399
2022;180;CALABRIA;203;A.S.P. CATANZARO;S31                    ;;30;313;343
2022;180;CALABRIA;203;A.S.P. CATANZARO;S32                    ;;4;138;142
2022;180;CALABRIA;203;A.S.P. CATANZARO;S33                    ;;27;238;265
2022;180;CALABRIA;204;A.S.P. VIBO VALENTIA;S41                    ;;17;134;151
2022;180;CALABRIA;204;A.S.P. VIBO VALENTIA;S42                    ;;7;44;51
2022;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;S52                    ;;28;99;127
2022;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;S53                    ;;42;233;275
2022;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;S54                    ;;16;45;61
2022;190;SICILIA;201;ASP AGRIGENTO;S01                    ;;8;16;24
2022;190;SICILIA;201;ASP AGRIGENTO;S02                    ;;;;
2022;190;SICILIA;201;ASP AGRIGENTO;S03                    ;;5;16;21
2022;190;SICILIA;201;ASP AGRIGENTO;S04                    ;;;4;4
2022;190;SICILIA;201;ASP AGRIGENTO;S05                    ;;1;8;9
2022;190;SICILIA;202;ASP CALTANISSETTA;S01                    ;;;57;57
2022;190;SICILIA;202;ASP CALTANISSETTA;S02                    ;;1;93;94
2022;190;SICILIA;202;ASP CALTANISSETTA;S03                    ;;;13;13
2022;190;SICILIA;202;ASP CALTANISSETTA;S04                    ;;;38;38
2022;190;SICILIA;203;ASP CATANIA;S01                    ;;46;154;200
2022;190;SICILIA;203;ASP CATANIA;S02                    ;;20;134;154
2022;190;SICILIA;203;ASP CATANIA;S03                    ;;8;27;35
2022;190;SICILIA;203;ASP CATANIA;S04                    ;;63;192;255
2022;190;SICILIA;203;ASP CATANIA;S05                    ;;24;386;410
2022;190;SICILIA;203;ASP CATANIA;S06                    ;;31;480;511
2022;190;SICILIA;203;ASP CATANIA;S07                    ;;27;221;248
2022;190;SICILIA;203;ASP CATANIA;S08                    ;;6;71;77
2022;190;SICILIA;203;ASP CATANIA;S09                    ;;31;137;168
2022;190;SICILIA;203;ASP CATANIA;S10                    ;;;;
2022;190;SICILIA;204;ASP ENNA;S01                    ;;56;106;162
2022;190;SICILIA;204;ASP ENNA;S02                    ;;18;101;119
2022;190;SICILIA;204;ASP ENNA;S03                    ;;23;77;100
2022;190;SICILIA;205;ASP MESSINA;S01                    ;;1;11;12
2022;190;SICILIA;205;ASP MESSINA;S02                    ;;10;48;58
2022;190;SICILIA;205;ASP MESSINA;S03                    ;;16;81;97
2022;190;SICILIA;205;ASP MESSINA;S04                    ;;13;14;27
2022;190;SICILIA;205;ASP MESSINA;S05                    ;;5;8;13
2022;190;SICILIA;205;ASP MESSINA;S06                    ;;;;
2022;190;SICILIA;205;ASP MESSINA;S07                    ;;2;10;12
2022;190;SICILIA;206;ASP PALERMO;S01                    ;;;94;94
2022;190;SICILIA;206;ASP PALERMO;S02                    ;;6;66;72
2022;190;SICILIA;206;ASP PALERMO;S04                    ;;3;11;14
2022;190;SICILIA;206;ASP PALERMO;S05                    ;;1;41;42
2022;190;SICILIA;206;ASP PALERMO;S06                    ;;25;200;225
2022;190;SICILIA;206;ASP PALERMO;S07                    ;;96;580;676
2022;190;SICILIA;206;ASP PALERMO;S08                    ;;17;314;331
2022;190;SICILIA;206;ASP PALERMO;S09                    ;;5;451;456
2022;190;SICILIA;206;ASP PALERMO;S12                    ;;21;118;139
2022;190;SICILIA;207;ASP RAGUSA;S01                    ;;11;186;197
2022;190;SICILIA;207;ASP RAGUSA;S02                    ;;;99;99
2022;190;SICILIA;207;ASP RAGUSA;S03                    ;;32;180;212
2022;190;SICILIA;208;ASP SIRACUSA;S01                    ;;9;70;79
2022;190;SICILIA;208;ASP SIRACUSA;S02                    ;;;44;44
2022;190;SICILIA;208;ASP SIRACUSA;S03                    ;;1;199;200
2022;190;SICILIA;208;ASP SIRACUSA;S04                    ;;60;145;205
2022;190;SICILIA;209;ASP DI TRAPANI;S01                    ;;11;34;45
2022;190;SICILIA;209;ASP DI TRAPANI;S02                    ;;15;116;131
2022;190;SICILIA;209;ASP DI TRAPANI;S03                    ;;13;102;115
2022;190;SICILIA;209;ASP DI TRAPANI;S04                    ;;29;131;160
2022;190;SICILIA;209;ASP DI TRAPANI;S05                    ;;46;148;194
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S01                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S02                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S03                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S05                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S06                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S07                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S08                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S09                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S10                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S12                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S13                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S14                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S15                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S16                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S17                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S19                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S20                    ;;;;
2022;200;SARDEGNA;201;AZIENDA PER LA TUTELA DELLA SALUTE;S21                    ;;;;
2022;200;SARDEGNA;301;ASL N. 1 DI SASSARI;S01                    ;;;164;164
2022;200;SARDEGNA;301;ASL N. 1 DI SASSARI;S02                    ;;;13;13
2022;200;SARDEGNA;301;ASL N. 1 DI SASSARI;S03                    ;;1;371;372
2022;200;SARDEGNA;301;ASL N. 1 DI SASSARI;S05                    ;;10;463;473
2022;200;SARDEGNA;302;ASL N. 2 DELLA GALLURA;S06                    ;;;157;157
2022;200;SARDEGNA;302;ASL N. 2 DELLA GALLURA;S07                    ;;;64;64
2022;200;SARDEGNA;303;ASL N. 3 DI NUORO;S08                    ;;1;2;3
2022;200;SARDEGNA;303;ASL N. 3 DI NUORO;S09                    ;;;48;48
2022;200;SARDEGNA;303;ASL N. 3 DI NUORO;S10                    ;;;22;22
2022;200;SARDEGNA;304;ASL N. 4 DELL'OGLIASTRA;S12                    ;;;39;39
2022;200;SARDEGNA;304;ASL N. 4 DELL'OGLIASTRA;S13                    ;;;3;3
2022;200;SARDEGNA;305;ASL N. 5 DI ORISTANO;S14                    ;;;145;145
2022;200;SARDEGNA;306;ASL N. 6 DEL MEDIO CAMPIDANO;S15                    ;;15;272;287
2022;200;SARDEGNA;307;ASL N. 7 DEL SULCIS;S16                    ;;3;188;191
2022;200;SARDEGNA;307;ASL N. 7 DEL SULCIS;S17                    ;;2;99;101
2022;200;SARDEGNA;308;ASL N. 8 DI CAGLIARI;S19                    ;;18;413;431
2022;200;SARDEGNA;308;ASL N. 8 DI CAGLIARI;S20                    ;;4;493;497
2022;200;SARDEGNA;308;ASL N. 8 DI CAGLIARI;S21                    ;;26;293;319
2022;;TOTALE;;;;;15013;115029;130042
;;;;;;;;;
