Anno;Codice Regione;Descrizione Regione;Codice ASL;ASL;SERD;; Nuovi Utenti;Utenti rientrati o già in carico; Totale
2022;010;PIEMONTE;208;NO;S01                    ;;30;216;246
2022;010;PIEMONTE;208;NO;S02                    ;;13;113;126
2022;010;PIEMONTE;208;NO;S03                    ;;17;132;149
2022;010;PIEMONTE;208;NO;S04                    ;;14;117;131
2022;010;PIEMONTE;208;NO;S09                    ;;;11;11
2022;010;PIEMONTE;209;VCO;S01                    ;;12;130;142
2022;010;PIEMONTE;209;VCO;S02                    ;;12;181;193
2022;010;PIEMONTE;209;VCO;S03                    ;;14;90;104
2022;010;PIEMONTE;209;VCO;S04                    ;;;7;7
2022;010;PIEMONTE;210;CN1;A01                    ;;;;
2022;010;PIEMONTE;210;CN1;S01                    ;;26;265;291
2022;010;PIEMONTE;210;CN1;S04                    ;;3;31;34
2022;010;PIEMONTE;210;CN1;S05                    ;;11;121;132
2022;010;PIEMONTE;210;CN1;S06                    ;;;;
2022;010;PIEMONTE;210;CN1;S07                    ;;30;121;151
2022;010;PIEMONTE;210;CN1;S09                    ;;23;105;128
2022;010;PIEMONTE;210;CN1;S11                    ;;7;9;16
2022;010;PIEMONTE;210;CN1;S12                    ;;;11;11
2022;010;PIEMONTE;211;CN2;S01                    ;;24;194;218
2022;010;PIEMONTE;211;CN2;S02                    ;;40;236;276
2022;010;PIEMONTE;211;CN2;S03                    ;;4;25;29
2022;010;PIEMONTE;212;AT;S01                    ;;28;303;331
2022;010;PIEMONTE;212;AT;S02                    ;;6;89;95
2022;010;PIEMONTE;212;AT;S03                    ;;;4;4
2022;010;PIEMONTE;213;AL;B01                    ;;20;31;51
2022;010;PIEMONTE;213;AL;S01                    ;;21;334;355
2022;010;PIEMONTE;213;AL;S02                    ;;14;110;124
2022;010;PIEMONTE;213;AL;S07                    ;;3;49;52
2022;010;PIEMONTE;213;AL;S08                    ;;19;216;235
2022;010;PIEMONTE;213;AL;S09                    ;;7;125;132
2022;010;PIEMONTE;213;AL;S10                    ;;;5;5
2022;010;PIEMONTE;213;AL;S11                    ;;11;118;129
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;A02                    ;;;;
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;A12                    ;;;22;22
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;S01                    ;;17;338;355
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;S02                    ;;128;154;282
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;S03                    ;;11;234;245
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;S04                    ;;15;392;407
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;S09                    ;;32;291;323
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;S10                    ;;12;285;297
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;S11                    ;;42;427;469
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;S12                    ;;3;418;421
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;S13                    ;;;;
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;S16                    ;;21;418;439
2022;010;PIEMONTE;301;ASL CITTA' DI TORINO;S17                    ;;99;203;302
2022;020;VALLE D'AOSTA;101;AZIENDA U.S.L. VALLE D'AOSTA;A01                    ;;1;20;21
2022;020;VALLE D'AOSTA;101;AZIENDA U.S.L. VALLE D'AOSTA;B01                    ;;;28;28
2022;020;VALLE D'AOSTA;101;AZIENDA U.S.L. VALLE D'AOSTA;S01                    ;;33;199;232
2022;030;LOMBARDIA;321;ATS DELLA CITTA' METROPOLITANA DI MILANO;S22                    ;;87;362;449
2022;030;LOMBARDIA;321;ATS DELLA CITTA' METROPOLITANA DI MILANO;S70                    ;;145;272;417
2022;030;LOMBARDIA;323;ATS DELLA MONTAGNA;S47                    ;;8;85;93
2022;030;LOMBARDIA;324;ATS DELLA BRIANZA;S10                    ;;53;96;149
2022;030;LOMBARDIA;324;ATS DELLA BRIANZA;S91                    ;;62;93;155
2022;030;LOMBARDIA;325;ATS DI BERGAMO;S01                    ;;58;219;277
2022;030;LOMBARDIA;325;ATS DI BERGAMO;S02                    ;;44;209;253
2022;030;LOMBARDIA;326;ATS DI BRESCIA;S91                    ;;104;302;406
2022;030;LOMBARDIA;326;ATS DI BRESCIA;S92                    ;;9;205;214
2022;030;LOMBARDIA;326;ATS DI BRESCIA;S93                    ;;62;253;315
2022;030;LOMBARDIA;326;ATS DI BRESCIA;S94                    ;;83;262;345
2022;030;LOMBARDIA;327;ATS DELLA VAL PADANA;S01                    ;;36;33;69
2022;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S01                    ;;22;134;156
2022;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S02                    ;;24;391;415
2022;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S03                    ;;20;346;366
2022;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S05                    ;;30;244;274
2022;030;LOMBARDIA;703;ASST FATEBENEFRATELLI SACCO;S06                    ;;64;489;553
2022;030;LOMBARDIA;703;ASST FATEBENEFRATELLI SACCO;S07                    ;;142;380;522
2022;030;LOMBARDIA;705;ASST OVEST MILANESE;S03                    ;;3;12;15
2022;030;LOMBARDIA;705;ASST OVEST MILANESE;S04                    ;;23;235;258
2022;030;LOMBARDIA;705;ASST OVEST MILANESE;S06                    ;;40;214;254
2022;030;LOMBARDIA;706;ASST RHODENSE;S01                    ;;29;92;121
2022;030;LOMBARDIA;706;ASST RHODENSE;S02                    ;;82;284;366
2022;030;LOMBARDIA;706;ASST RHODENSE;S07                    ;;52;230;282
2022;030;LOMBARDIA;707;ASST NORD MILANO;S08                    ;;33;323;356
2022;030;LOMBARDIA;708;ASST MELEGNANO E DELLA MARTESANA;S01                    ;;66;258;324
2022;030;LOMBARDIA;708;ASST MELEGNANO E DELLA MARTESANA;S02                    ;;198;521;719
2022;030;LOMBARDIA;708;ASST MELEGNANO E DELLA MARTESANA;S03                    ;;85;263;348
2022;030;LOMBARDIA;708;ASST MELEGNANO E DELLA MARTESANA;S06                    ;;33;156;189
2022;030;LOMBARDIA;709;ASST DI LODI;S01                    ;;147;348;495
2022;030;LOMBARDIA;709;ASST DI LODI;S02                    ;;26;108;134
2022;030;LOMBARDIA;709;ASST DI LODI;S03                    ;;20;137;157
2022;030;LOMBARDIA;710;ASST DEI SETTE LAGHI;S01                    ;;40;316;356
2022;030;LOMBARDIA;710;ASST DEI SETTE LAGHI;S02                    ;;5;91;96
2022;030;LOMBARDIA;710;ASST DEI SETTE LAGHI;S03                    ;;20;146;166
2022;030;LOMBARDIA;710;ASST DEI SETTE LAGHI;S04                    ;;9;228;237
2022;030;LOMBARDIA;711;ASST DELLA VALLE OLONA;S01                    ;;17;324;341
2022;030;LOMBARDIA;711;ASST DELLA VALLE OLONA;S02                    ;;34;266;300
2022;030;LOMBARDIA;711;ASST DELLA VALLE OLONA;S03                    ;;31;197;228
2022;030;LOMBARDIA;712;ASST LARIANA;S01                    ;;115;499;614
2022;030;LOMBARDIA;712;ASST LARIANA;S02                    ;;25;272;297
2022;030;LOMBARDIA;712;ASST LARIANA;S03                    ;;1;77;78
2022;030;LOMBARDIA;712;ASST LARIANA;S06                    ;;41;343;384
2022;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;A01                    ;;6;11;17
2022;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;B01                    ;;8;49;57
2022;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;C01                    ;;22;118;140
2022;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;D01                    ;;10;56;66
2022;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;S01                    ;;23;108;131
2022;030;LOMBARDIA;714;ASST DELLA VALCAMONICA;S01                    ;;30;133;163
2022;030;LOMBARDIA;715;ASST DI LECCO;S01                    ;;35;321;356
2022;030;LOMBARDIA;715;ASST DI LECCO;S02                    ;;9;67;76
2022;030;LOMBARDIA;715;ASST DI LECCO;S03                    ;;37;130;167
2022;030;LOMBARDIA;716;ASST DI MONZA;S01                    ;;52;303;355
2022;030;LOMBARDIA;716;ASST DI MONZA;S08                    ;;176;303;479
2022;030;LOMBARDIA;717;ASST DELLA BRIANZA;S02                    ;;70;413;483
2022;030;LOMBARDIA;717;ASST DELLA BRIANZA;S07                    ;;11;24;35
2022;030;LOMBARDIA;717;ASST DELLA BRIANZA;S10                    ;;42;226;268
2022;030;LOMBARDIA;718;ASST PAPA GIOVANNI XXIII;S01                    ;;229;1204;1433
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;S01                    ;;26;253;279
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;S02                    ;;11;219;230
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;S03                    ;;20;230;250
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;S01                    ;;22;198;220
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;S02                    ;;33;98;131
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S01                    ;;57;456;513
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S21                    ;;18;61;79
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S22                    ;;80;177;257
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;S04                    ;;27;182;209
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;S10                    ;;19;184;203
2022;030;LOMBARDIA;723;ASST DEL GARDA;S02                    ;;13;188;201
2022;030;LOMBARDIA;723;ASST DEL GARDA;S09                    ;;12;121;133
2022;030;LOMBARDIA;724;ASST DI CREMONA;S01                    ;;146;529;675
2022;030;LOMBARDIA;724;ASST DI CREMONA;S02                    ;;16;43;59
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S01                    ;;86;348;434
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S02                    ;;18;71;89
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S03                    ;;14;71;85
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S04                    ;;9;56;65
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S06                    ;;10;121;131
2022;030;LOMBARDIA;726;ASST DI CREMA;S01                    ;;82;385;467
2022;030;LOMBARDIA;727;ASST DI PAVIA;S01                    ;;38;287;325
2022;030;LOMBARDIA;727;ASST DI PAVIA;S02                    ;;145;716;861
2022;030;LOMBARDIA;727;ASST DI PAVIA;S03                    ;;80;416;496
2022;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S01                    ;;35;637;672
2022;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S02                    ;;19;248;267
2022;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S03                    ;;10;72;82
2022;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S04                    ;;14;79;93
2022;042;PROV. AUTON. TRENTO;101;TRENTO;A01                    ;;13;167;180
2022;042;PROV. AUTON. TRENTO;101;TRENTO;B01                    ;;3;138;141
2022;042;PROV. AUTON. TRENTO;101;TRENTO;S01                    ;;76;623;699
2022;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S01                    ;;32;120;152
2022;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S02                    ;;3;35;38
2022;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S03                    ;;50;101;151
2022;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S04                    ;;9;33;42
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S01                    ;;89;386;475
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S02                    ;;34;259;293
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S03                    ;;38;57;95
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S04                    ;;35;166;201
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S06                    ;;127;572;699
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S01                    ;;103;566;669
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S02                    ;;86;381;467
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S03                    ;;29;154;183
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S04                    ;;36;282;318
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S05                    ;;34;237;271
2022;050;VENETO;504;AZIENDA ULSS N. 4 VENETO ORIENTALE;S01                    ;;28;218;246
2022;050;VENETO;504;AZIENDA ULSS N. 4 VENETO ORIENTALE;S02                    ;;43;288;331
2022;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S01                    ;;16;156;172
2022;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S02                    ;;12;189;201
2022;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S03                    ;;27;136;163
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S51                    ;;26;224;250
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S52                    ;;28;169;197
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S61                    ;;184;770;954
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S62                    ;;23;111;134
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S71                    ;;7;177;184
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S72                    ;;2;208;210
2022;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S01                    ;;71;489;560
2022;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S02                    ;;49;262;311
2022;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S03                    ;;3;17;20
2022;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S01                    ;;28;109;137
2022;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S02                    ;;115;600;715
2022;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S03                    ;;2;154;156
2022;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S04                    ;;31;232;263
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S01                    ;;116;608;724
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S03                    ;;30;250;280
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S11                    ;;5;96;101
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S12                    ;;31;182;213
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S21                    ;;36;260;296
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S22                    ;;41;192;233
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;A06                    ;;;60;60
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;B06                    ;;;77;77
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;D06                    ;;;88;88
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;E06                    ;;;80;80
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;S06                    ;;;165;165
2022;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;A03                    ;;9;128;137
2022;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S03                    ;;3;71;74
2022;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S04                    ;;1;127;128
2022;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S05                    ;;29;637;666
2022;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;A01                    ;;63;115;178
2022;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;A02                    ;;1;147;148
2022;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;S01                    ;;59;771;830
2022;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;S02                    ;;12;123;135
2022;070;LIGURIA;101;IMPERIESE;S01                    ;;23;236;259
2022;070;LIGURIA;101;IMPERIESE;S02                    ;;16;110;126
2022;070;LIGURIA;101;IMPERIESE;S03                    ;;;157;157
2022;070;LIGURIA;102;SAVONESE;S01                    ;;;145;145
2022;070;LIGURIA;102;SAVONESE;S02                    ;;;108;108
2022;070;LIGURIA;102;SAVONESE;S03                    ;;;82;82
2022;070;LIGURIA;102;SAVONESE;S04                    ;;;35;35
2022;070;LIGURIA;103;GENOVESE;S01                    ;;24;470;494
2022;070;LIGURIA;103;GENOVESE;S02                    ;;27;373;400
2022;070;LIGURIA;103;GENOVESE;S03                    ;;6;288;294
2022;070;LIGURIA;103;GENOVESE;S04                    ;;;277;277
2022;070;LIGURIA;103;GENOVESE;S05                    ;;10;325;335
2022;070;LIGURIA;103;GENOVESE;S06                    ;;24;216;240
2022;070;LIGURIA;104;CHIAVARESE;S01                    ;;92;345;437
2022;070;LIGURIA;105;SPEZZINO;S01                    ;;3;341;344
2022;070;LIGURIA;105;SPEZZINO;S02                    ;;;236;236
2022;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;C02                    ;;152;141;293
2022;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S01                    ;;16;92;108
2022;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S02                    ;;31;206;237
2022;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S03                    ;;13;104;117
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;C01                    ;;68;76;144
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S01                    ;;47;533;580
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S02                    ;;18;182;200
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S03                    ;;1;51;52
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S04                    ;;20;112;132
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S05                    ;;6;42;48
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S01                    ;;14;54;68
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S02                    ;;54;503;557
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S03                    ;;12;127;139
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S04                    ;;5;78;83
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S05                    ;;22;92;114
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S06                    ;;5;31;36
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S01                    ;;29;135;164
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S02                    ;;19;90;109
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S03                    ;;46;409;455
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S04                    ;;29;167;196
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S05                    ;;23;49;72
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S06                    ;;22;110;132
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S07                    ;;25;99;124
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;C09                    ;;49;115;164
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S01                    ;;20;114;134
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S02                    ;;8;40;48
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S03                    ;;15;165;180
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S04                    ;;9;62;71
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S05                    ;;16;134;150
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S06                    ;;11;120;131
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S07                    ;;47;319;366
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S08                    ;;59;314;373
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S09                    ;;42;190;232
2022;080;EMILIA ROMAGNA;106;AZIENDA USL IMOLA;S01                    ;;14;175;189
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S01                    ;;64;309;373
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S02                    ;;12;50;62
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S03                    ;;21;109;130
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S04                    ;;13;64;77
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S05                    ;;21;88;109
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S01                    ;;29;355;384
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S02                    ;;11;139;150
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S03                    ;;8;193;201
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S05                    ;;14;317;331
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S06                    ;;25;376;401
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S07                    ;;62;661;723
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S21                    ;;;161;161
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S22                    ;;2;227;229
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S23                    ;;1;197;198
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S24                    ;;;;
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S26                    ;;1;444;445
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S27                    ;;;272;272
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S28                    ;;3;375;378
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S29                    ;;;171;171
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S30                    ;;;130;130
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S31                    ;;18;167;185
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S32                    ;;13;266;279
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S33                    ;;8;300;308
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S34                    ;;31;694;725
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S35                    ;;9;362;371
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S41                    ;;8;586;594
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S42                    ;;;111;111
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S43                    ;;9;549;558
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S44                    ;;3;114;117
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S45                    ;;2;788;790
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S46                    ;;1;238;239
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S47                    ;;;68;68
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S48                    ;;3;156;159
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S49                    ;;8;796;804
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S50                    ;;1;87;88
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S51                    ;;;48;48
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S52                    ;;3;554;557
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S61                    ;;1;53;54
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S62                    ;;1;179;180
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S63                    ;;2;197;199
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S64                    ;;2;104;106
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S65                    ;;;491;491
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S66                    ;;;79;79
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S67                    ;;;275;275
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S68                    ;;1;122;123
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S69                    ;;;110;110
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S70                    ;;1;390;391
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S71                    ;;;131;131
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S72                    ;;1;125;126
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S73                    ;;;15;15
